condition,image_id,tau_target,tau_achieved,scale_k,budget_metric,budget_relative,budget_floor,budget_target_abs,budget_achieved_abs,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
Ra,horse_00,0.04,0.04091674089431763,0.75,dists,True,0.049464,0.08946362972259522,0.09038037061691284,3.337931915007534,26.10034942626953,0.6585100293159485,0.772503137588501,0.222996786236763,0.9145378470420837,0.19722139835357666,0.09038037061691284,1.136247992515564,0.04954294115304947,0.15844473242759705
