image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_attr_mod_color_11699,disp_k1_opt,native,identity,0.06122,,0.06122,,1.0,0.99419,False,0.8,False,438.2
task_attr_mod_color_11699,disp_k1_opt,native,blur1,0.18393,,0.06122,,3.00448,0.93398,False,0.8,False,438.2
task_attr_mod_color_11699,disp_k1_opt,native,jpeg90,0.10335,,0.06122,,1.68824,0.99359,False,0.8,False,438.2
task_attr_mod_color_11699,disp_k1_opt,native,jpeg75,0.1579,,0.06122,,2.57932,0.9892,False,0.8,False,438.2
task_attr_mod_color_11699,disp_k1_opt,native,jpeg50,0.21541,,0.06122,,3.5188,0.97638,False,0.8,False,438.2
task_attr_mod_color_11699,disp_k1_opt,native,jpeg30,0.27361,,0.06122,,4.4695,0.96624,False,0.8,False,438.2
task_attr_mod_color_11699,disp_k1_opt,native,blur2,0.2983,,0.06122,,4.87278,0.88528,False,0.8,False,438.2
task_attr_mod_color_11699,disp_k1_opt,native,crop_resize0.1,0.51095,,0.06122,,8.34642,0.9752,False,0.8,False,438.2
task_attr_mod_color_11699,disp_k1_opt,native,crop_resize0.15,0.60148,,0.06122,,9.82524,0.96588,False,0.8,False,438.2
task_attr_mod_color_136767,disp_k1_opt,native,identity,0.06537,,0.06537,,1.0,0.99752,False,0.8,False,429.2
task_attr_mod_color_136767,disp_k1_opt,native,blur1,0.1759,,0.06537,,2.69077,0.96835,False,0.8,False,429.2
task_attr_mod_color_136767,disp_k1_opt,native,jpeg90,0.08131,,0.06537,,1.24372,0.997,False,0.8,False,429.2
task_attr_mod_color_136767,disp_k1_opt,native,jpeg75,0.11752,,0.06537,,1.7977,0.99121,False,0.8,False,429.2
task_attr_mod_color_136767,disp_k1_opt,native,jpeg50,0.1705,,0.06537,,2.60821,0.98166,False,0.8,False,429.2
task_attr_mod_color_136767,disp_k1_opt,native,jpeg30,0.22246,,0.06537,,3.40296,0.96697,False,0.8,False,429.2
task_attr_mod_color_136767,disp_k1_opt,native,blur2,0.30828,,0.06537,,4.7157,0.93423,False,0.8,False,429.2
task_attr_mod_color_136767,disp_k1_opt,native,crop_resize0.1,0.49239,,0.06537,,7.53203,0.98928,False,0.8,False,429.2
task_attr_mod_color_136767,disp_k1_opt,native,crop_resize0.15,0.54121,,0.06537,,8.2789,0.9746,False,0.8,False,429.2
task_attr_mod_color_184837,disp_k1_opt,native,identity,0.09736,,0.09736,,1.0,0.9927,False,0.8,False,428.2
task_attr_mod_color_184837,disp_k1_opt,native,blur1,0.19224,,0.09736,,1.97454,0.9782,False,0.8,False,428.2
task_attr_mod_color_184837,disp_k1_opt,native,jpeg90,0.10657,,0.09736,,1.09454,0.9945,False,0.8,False,428.2
task_attr_mod_color_184837,disp_k1_opt,native,jpeg75,0.13462,,0.09736,,1.3827,0.9872,False,0.8,False,428.2
task_attr_mod_color_184837,disp_k1_opt,native,jpeg50,0.19887,,0.09736,,2.04259,0.96758,False,0.8,False,428.2
task_attr_mod_color_184837,disp_k1_opt,native,jpeg30,0.22016,,0.09736,,2.26127,0.96224,False,0.8,False,428.2
task_attr_mod_color_184837,disp_k1_opt,native,blur2,0.35482,,0.09736,,3.64435,0.94388,False,0.8,False,428.2
task_attr_mod_color_184837,disp_k1_opt,native,crop_resize0.1,0.6419,,0.09736,,6.59296,0.9375,False,0.8,False,428.2
task_attr_mod_color_184837,disp_k1_opt,native,crop_resize0.15,0.69436,,0.09736,,7.13181,0.92376,False,0.8,False,428.2
task_attr_mod_color_32648,disp_k1_opt,native,identity,0.03546,,0.03546,,1.0,0.99443,False,0.8,False,427.9
task_attr_mod_color_32648,disp_k1_opt,native,blur1,0.14132,,0.03546,,3.98491,0.98561,False,0.8,False,427.9
task_attr_mod_color_32648,disp_k1_opt,native,jpeg90,0.07555,,0.03546,,2.13046,0.9872,False,0.8,False,427.9
task_attr_mod_color_32648,disp_k1_opt,native,jpeg75,0.12677,,0.03546,,3.57461,0.98685,False,0.8,False,427.9
task_attr_mod_color_32648,disp_k1_opt,native,jpeg50,0.19778,,0.03546,,5.57695,0.96079,False,0.8,False,427.9
task_attr_mod_color_32648,disp_k1_opt,native,jpeg30,0.26431,,0.03546,,7.45315,0.93772,False,0.8,False,427.9
task_attr_mod_color_32648,disp_k1_opt,native,blur2,0.23805,,0.03546,,6.7127,0.97212,False,0.8,False,427.9
task_attr_mod_color_32648,disp_k1_opt,native,crop_resize0.1,0.35056,,0.03546,,9.88514,0.98185,False,0.8,False,427.9
task_attr_mod_color_32648,disp_k1_opt,native,crop_resize0.15,0.40604,,0.03546,,11.44956,0.96169,False,0.8,False,427.9
task_attr_mod_color_6205,disp_k1_opt,native,identity,0.0443,,0.0443,,1.0,0.99607,False,0.8,False,429.9
task_attr_mod_color_6205,disp_k1_opt,native,blur1,0.23071,,0.0443,,5.2079,0.95258,False,0.8,False,429.9
task_attr_mod_color_6205,disp_k1_opt,native,jpeg90,0.06914,,0.0443,,1.56074,0.99375,False,0.8,False,429.9
task_attr_mod_color_6205,disp_k1_opt,native,jpeg75,0.10288,,0.0443,,2.32231,0.99144,False,0.8,False,429.9
task_attr_mod_color_6205,disp_k1_opt,native,jpeg50,0.14996,,0.0443,,3.38516,0.9694,False,0.8,False,429.9
task_attr_mod_color_6205,disp_k1_opt,native,jpeg30,0.22901,,0.0443,,5.16967,0.95768,False,0.8,False,429.9
task_attr_mod_color_6205,disp_k1_opt,native,blur2,0.38394,,0.0443,,8.66702,0.91249,False,0.8,False,429.9
task_attr_mod_color_6205,disp_k1_opt,native,crop_resize0.1,0.59936,,0.0443,,13.52976,0.96675,False,0.8,False,429.9
task_attr_mod_color_6205,disp_k1_opt,native,crop_resize0.15,0.67244,,0.0443,,15.17947,0.94852,False,0.8,False,429.9
