image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,prompt_idx,prompt_split,eval_prompt,eval_strength,strength_split,edit_lpips,edit_psnr,ctrl_lpips,net_lpips
car_00,S,32,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10149.0,0.61,512.0,325.6666666666667,179.66666666666666,,,,0.2656339108943939,0.22863981127738953,0.03699410706758499,0.2713601887226105,24.336833953857422,0.8180550336837769,24.336833953857422,0.8180550336837769,0.9464327692985535,0.03699410706758499,0.48047077655792236,2.1511285305023193,1.3442844152450562,1.1259946823120117,32,0,train,a wrecked car after an accident,0.3,heldout,0.11266353726387024,22.943241119384766,0.0,0.11266353726387024
car_00,S,32,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10149.0,0.61,512.0,325.6666666666667,179.66666666666666,,,,0.2656339108943939,0.22863981127738953,0.03699410706758499,0.2713601887226105,24.336833953857422,0.8180550336837769,24.336833953857422,0.8180550336837769,0.9464327692985535,0.03699410706758499,0.48047077655792236,2.1511285305023193,1.3442844152450562,1.1259946823120117,32,0,train,a wrecked car after an accident,0.5,train,0.13980069756507874,23.835477828979492,0.0,0.13980069756507874
car_00,S,32,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10149.0,0.61,512.0,325.6666666666667,179.66666666666666,,,,0.2656339108943939,0.22863981127738953,0.03699410706758499,0.2713601887226105,24.336833953857422,0.8180550336837769,24.336833953857422,0.8180550336837769,0.9464327692985535,0.03699410706758499,0.48047077655792236,2.1511285305023193,1.3442844152450562,1.1259946823120117,32,0,train,a wrecked car after an accident,0.7,heldout,0.07847759127616882,28.09900665283203,0.0,0.07847759127616882
car_00,S,32,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10149.0,0.61,512.0,325.6666666666667,179.66666666666666,,,,0.2656339108943939,0.22863981127738953,0.03699410706758499,0.2713601887226105,24.336833953857422,0.8180550336837769,24.336833953857422,0.8180550336837769,0.9464327692985535,0.03699410706758499,0.48047077655792236,2.1511285305023193,1.3442844152450562,1.1259946823120117,32,1,heldout,a car driving in a flooded street,0.3,heldout,0.11413046717643738,22.895282745361328,0.0,0.11413046717643738
car_00,S,32,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10149.0,0.61,512.0,325.6666666666667,179.66666666666666,,,,0.2656339108943939,0.22863981127738953,0.03699410706758499,0.2713601887226105,24.336833953857422,0.8180550336837769,24.336833953857422,0.8180550336837769,0.9464327692985535,0.03699410706758499,0.48047077655792236,2.1511285305023193,1.3442844152450562,1.1259946823120117,32,1,heldout,a car driving in a flooded street,0.5,train,0.14382538199424744,23.67287826538086,0.0,0.14382538199424744
car_00,S,32,a wrecked car after an accident,25,10,10,1,97.7,rotate,0,0.0,,,10149.0,0.61,512.0,325.6666666666667,179.66666666666666,,,,0.2656339108943939,0.22863981127738953,0.03699410706758499,0.2713601887226105,24.336833953857422,0.8180550336837769,24.336833953857422,0.8180550336837769,0.9464327692985535,0.03699410706758499,0.48047077655792236,2.1511285305023193,1.3442844152450562,1.1259946823120117,32,1,heldout,a car driving in a flooded street,0.7,heldout,0.08192747831344604,28.398141860961914,0.0,0.08192747831344604
car_01,S,32,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11507.9,0.62,512.0,312.0,167.0,,,,0.2801828980445862,0.2346833348274231,0.045499563217163086,0.2653166651725769,24.949235916137695,0.8096655607223511,24.949235916137695,0.8096655607223511,0.9466695785522461,0.045499563217163086,0.5090996026992798,2.288731575012207,1.443481206893921,1.2204101085662842,32,0,train,a wrecked car after an accident,0.3,heldout,0.1099233478307724,25.110700607299805,0.0,0.1099233478307724
car_01,S,32,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11507.9,0.62,512.0,312.0,167.0,,,,0.2801828980445862,0.2346833348274231,0.045499563217163086,0.2653166651725769,24.949235916137695,0.8096655607223511,24.949235916137695,0.8096655607223511,0.9466695785522461,0.045499563217163086,0.5090996026992798,2.288731575012207,1.443481206893921,1.2204101085662842,32,0,train,a wrecked car after an accident,0.5,train,0.1031484603881836,26.522335052490234,0.0,0.1031484603881836
car_01,S,32,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11507.9,0.62,512.0,312.0,167.0,,,,0.2801828980445862,0.2346833348274231,0.045499563217163086,0.2653166651725769,24.949235916137695,0.8096655607223511,24.949235916137695,0.8096655607223511,0.9466695785522461,0.045499563217163086,0.5090996026992798,2.288731575012207,1.443481206893921,1.2204101085662842,32,0,train,a wrecked car after an accident,0.7,heldout,0.06703811883926392,31.983625411987305,0.0,0.06703811883926392
car_01,S,32,a wrecked car after an accident,25,10,10,1,97.5,rotate,0,0.0,,,11507.9,0.62,512.0,312.0,167.0,,,,0.2801828980445862,0.2346833348274231,0.045499563217163086,0.2653166651725769,24.949235916137695,0.8096655607223511,24.949235916137695,0.8096655607223511,0.9466695785522461,0.045499563217163086,0.5090996026992798,2.288731575012207,1.443481206893921,1.2204101085662842,32,1,heldout,a car driving in a flooded street,0.3,heldout,0.10961305350065231,25.095947265625,0.0,0.10961305350065231
