image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.08638,0.97945,30.081,0.63498,0.02049,0.11719,0.91756,23.606,0.46988,0.05613,0.48677,0.03133,125.4
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14828,0.96955,30.985,0.59596,0.04978,0.18438,0.85713,23.002,0.40992,0.11568,0.4003,0.02823,125.5
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1506,0.94753,25.785,0.50491,0.05879,0.22784,0.73158,18.333,0.33484,0.1712,0.50034,0.05137,125.4
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14231,0.9923,41.622,0.7348,0.03039,0.16497,0.88473,22.038,0.6862,0.14796,0.22292,0.0083,125.2
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.08413,0.97961,33.887,0.69613,0.04494,0.12335,0.88652,22.94,0.56991,0.09416,0.4261,0.02021,125.4
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.15276,0.96446,33.005,0.64685,0.02342,0.22688,0.82162,22.748,0.36505,0.09678,0.30314,0.02237,125.4
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1452,0.97914,34.391,0.67804,0.0216,0.18371,0.9164,27.663,0.43827,0.04705,0.2572,0.01907,125.4
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17966,0.95432,33.167,0.62676,0.02914,0.33471,0.78018,18.447,0.45627,0.22157,0.25682,0.02196,125.5
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20221,0.93385,23.225,0.48679,0.04811,0.32698,0.63649,18.105,0.21248,0.1458,0.60883,0.06898,125.2
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.13711,0.97416,29.171,0.57956,0.03961,0.16947,0.88531,23.035,0.36614,0.07371,0.46276,0.03479,125.2
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18593,0.95646,29.001,0.53381,0.05353,0.27443,0.76884,21.781,0.23256,0.12943,0.42683,0.03548,125.2
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.0888,0.98253,32.859,0.69438,0.02959,0.19026,0.85832,17.766,0.49294,0.13471,0.37065,0.02275,125.2
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28717,0.95861,29.547,0.56814,0.04441,0.27106,0.75668,20.88,0.34226,0.13698,0.37457,0.03332,125.3
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10801,0.98056,37.242,0.75498,0.03013,0.12123,0.91868,29.365,0.64181,0.07359,0.36954,0.01374,125.2
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12604,0.96422,28.892,0.65704,0.03462,0.1688,0.88634,23.814,0.47995,0.05266,0.45985,0.03592,125.2
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23354,0.96004,27.612,0.60821,0.03735,0.41742,0.46619,13.938,0.08507,0.24355,0.49394,0.04163,125.1
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16821,0.98346,35.895,0.73156,0.02809,0.17389,0.89931,26.964,0.47548,0.06836,0.31267,0.01604,125.3
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19515,0.97128,30.598,0.66486,0.04821,0.26957,0.79653,20.652,0.39872,0.1188,0.58977,0.02952,125.2
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1912,0.95581,28.588,0.55474,0.03721,0.21411,0.82465,22.713,0.35586,0.06917,0.44993,0.03721,125.1
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07897,0.9888,39.829,0.83608,0.02441,0.24465,0.83953,21.773,0.71359,0.18016,0.17166,0.0102,125.2
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37319,0.92213,28.591,0.39334,0.06404,0.18901,0.80021,21.264,0.2705,0.19377,0.34,0.03719,125.2
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20099,0.95569,27.776,0.54619,0.04419,0.28435,0.71648,17.744,0.29946,0.14466,0.50176,0.04085,125.4
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24243,0.97073,35.349,0.61311,0.04781,0.31228,0.77215,17.417,0.34927,0.22048,0.32129,0.01708,125.5
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29724,0.93831,28.955,0.50185,0.06347,0.42699,0.63019,19.161,0.24158,0.20091,0.50956,0.03567,125.4
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.27,False,0.0,0.12,inf,0,32,16,0.5,1.0,700,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.16529,0.96496,30.21,0.58592,0.02805,0.19695,0.82016,22.874,0.40919,0.09436,0.47559,0.03087,125.3
