image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,identity,0.0,train,0.0,19.17078399658203,0.8738216161727905,0.72945237159729,0.30856096744537354,0.1230095624923706,4.215788341561983,3.9683095785619544,0.2232273519039154,0.05863351374864578,0.24544697999954224,0.057278309017419815,36.09325408935547,0.09900414943695068,0.9825640916824341,0.042550038546323776,0.01821911334991455,0.0,80.0,0.30856096744537354
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,blur,0.0,heldout,0.0,24.743310928344727,0.7756609916687012,0.9025499820709229,0.12462478876113892,0.06724464893341064,3.607388867230174,3.7235915924086966,0.21795710921287537,0.04843774065375328,0.23004655539989471,0.05780652165412903,36.09325408935547,0.09900414943695068,0.9825640916824341,0.042550038546323776,0.01821911334991455,0.0,80.0,0.12462478876113892
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,blur,0.5,heldout,0.0,25.228057861328125,0.7630747556686401,0.9021307229995728,0.1204482764005661,0.06725907325744629,3.607388867230174,2.9273619359273972,0.21795710921287537,0.04843774065375328,0.2211848646402359,0.04316146671772003,30.58794403076172,0.25603199005126953,0.977423906326294,0.06208234652876854,0.02535068988800049,0.07280343770980835,27.877161026000977,0.04764483869075775
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,blur,1.0,heldout,0.0,22.832448959350586,0.7554084062576294,0.8099993467330933,0.31184735894203186,0.12850987911224365,3.607388867230174,3.9680110936354724,0.21795710921287537,0.04843774065375328,0.21577593684196472,0.023979175835847855,23.146759033203125,0.597514271736145,0.9079065322875977,0.22631967067718506,0.09069985151290894,0.3081440329551697,22.882883071899414,0.0037033259868621826
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,blur,1.5,heldout,0.0,21.567768096923828,0.744312047958374,0.7307848334312439,0.4441995322704315,0.19044965505599976,3.607388867230174,6.163049258481506,0.21795710921287537,0.04843774065375328,0.21841737627983093,0.0391763374209404,21.248674392700195,0.7320694923400879,0.817736804485321,0.3451516032218933,0.1661163568496704,0.4379340708255768,21.619068145751953,0.006265461444854736
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,blur,2.0,heldout,0.0,20.92409896850586,0.7310550808906555,0.6689695119857788,0.5145115256309509,0.23023748397827148,3.607388867230174,7.638280866856592,0.21795710921287537,0.04843774065375328,0.21300870180130005,0.024911675602197647,20.26663589477539,0.793586254119873,0.7349944114685059,0.42640024423599243,0.2086113691329956,0.5099867582321167,20.968475341796875,0.0045247673988342285
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,blur,3.0,heldout,0.0,20.01106071472168,0.7625619173049927,0.5758641958236694,0.5906287431716919,0.2874528169631958,3.607388867230174,9.23355257149037,0.21795710921287537,0.04843774065375328,0.2076992392539978,0.017904356122016907,19.12611961364746,0.8415864109992981,0.604728639125824,0.5323735475540161,0.2612491846084595,0.5855351686477661,20.02093505859375,0.005093574523925781
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,jpeg,95,heldout,0.0,24.254440307617188,0.7985061407089233,0.8897526264190674,0.1401633322238922,0.0674213171005249,3.607388867230174,3.6698188434120884,0.21795710921287537,0.04843774065375328,0.2303198128938675,0.04890193045139313,33.45130920410156,0.3294118046760559,0.9801539182662964,0.05821581929922104,0.024361848831176758,0.04655233025550842,29.74864959716797,0.09361100196838379
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,jpeg,85,heldout,0.0,23.911937713623047,0.7890623807907104,0.8824585676193237,0.14148560166358948,0.074923574924469,3.607388867230174,3.681996588219159,0.21795710921287537,0.04843774065375328,0.2286960780620575,0.057600535452365875,30.953962326049805,0.34117645025253296,0.9720134735107422,0.08978673815727234,0.02998250722885132,0.08944735676050186,26.51421546936035,0.052038244903087616
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,jpeg,75,heldout,0.0,23.307388305664062,0.812902569770813,0.8679844737052917,0.15602944791316986,0.08126544952392578,3.607388867230174,3.278255700008796,0.21795710921287537,0.04843774065375328,0.22355180978775024,0.04657525196671486,29.16724395751953,0.5098039507865906,0.964497447013855,0.12125661969184875,0.033217787742614746,0.1362108737230301,24.49603843688965,0.01981857419013977
