image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,prompt_idx,prompt_split,eval_prompt,eval_strength,strength_split,edit_lpips,edit_psnr,ctrl_lpips,net_lpips
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,0,train,a wrecked car after an accident,0.3,heldout,0.12246063351631165,23.61355209350586,0.0,0.12246063351631165
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,0,train,a wrecked car after an accident,0.5,train,0.12462478876113892,24.743310928344727,0.0,0.12462478876113892
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,0,train,a wrecked car after an accident,0.7,heldout,0.11085521429777145,26.421409606933594,0.0,0.11085521429777145
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,1,heldout,a car driving in a flooded street,0.3,heldout,0.12266135215759277,23.57780647277832,0.0,0.12266135215759277
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,1,heldout,a car driving in a flooded street,0.5,train,0.12897270917892456,24.37331771850586,0.0,0.12897270917892456
car_00,P,16,a wrecked car after an accident,25,10,10,1,287.3,all,0,0.0,,,10170.9,5.05,378.6666666666667,21.333333333333332,11.666666666666666,16.0,16.0,0.01607004925608635,4.118057727813721,0.15765656530857086,3.9604010581970215,0.34234344959259033,36.09342956542969,0.09900414943695068,36.09342956542969,0.09900414943695068,0.9825640916824341,0.042550038546323776,1,heldout,a car driving in a flooded street,0.7,heldout,0.11494023352861404,26.311185836791992,0.0,0.11494023352861404
car_01,P,16,a wrecked car after an accident,25,10,10,1,287.7,all,0,0.0,,,11532.4,5.53,251.66666666666666,16.0,12.333333333333334,16.0,16.0,0.0030771892052143812,3.2217113971710205,0.12946388125419617,3.092247486114502,0.3705361485481262,37.33150863647461,0.09038561582565308,37.33150863647461,0.09038561582565308,0.9877859950065613,0.04147161543369293,0,train,a wrecked car after an accident,0.3,heldout,0.09500592201948166,28.41228485107422,0.0,0.09500592201948166
car_01,P,16,a wrecked car after an accident,25,10,10,1,287.7,all,0,0.0,,,11532.4,5.53,251.66666666666666,16.0,12.333333333333334,16.0,16.0,0.0030771892052143812,3.2217113971710205,0.12946388125419617,3.092247486114502,0.3705361485481262,37.33150863647461,0.09038561582565308,37.33150863647461,0.09038561582565308,0.9877859950065613,0.04147161543369293,0,train,a wrecked car after an accident,0.5,train,0.07942855358123779,29.692718505859375,0.0,0.07942855358123779
car_01,P,16,a wrecked car after an accident,25,10,10,1,287.7,all,0,0.0,,,11532.4,5.53,251.66666666666666,16.0,12.333333333333334,16.0,16.0,0.0030771892052143812,3.2217113971710205,0.12946388125419617,3.092247486114502,0.3705361485481262,37.33150863647461,0.09038561582565308,37.33150863647461,0.09038561582565308,0.9877859950065613,0.04147161543369293,0,train,a wrecked car after an accident,0.7,heldout,0.06471113860607147,31.3625545501709,0.0,0.06471113860607147
car_01,P,16,a wrecked car after an accident,25,10,10,1,287.7,all,0,0.0,,,11532.4,5.53,251.66666666666666,16.0,12.333333333333334,16.0,16.0,0.0030771892052143812,3.2217113971710205,0.12946388125419617,3.092247486114502,0.3705361485481262,37.33150863647461,0.09038561582565308,37.33150863647461,0.09038561582565308,0.9877859950065613,0.04147161543369293,1,heldout,a car driving in a flooded street,0.3,heldout,0.09404011815786362,28.383968353271484,0.0,0.09404011815786362
