image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57261,0.90444,23.479,0.22104,0.13705,0.62933,0.44522,9.671,0.11551,0.35723,0.6083,0.06699,0.73436,0.7043,True,0.837,405.1
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53634,0.85929,24.406,0.25018,0.15971,0.63533,0.26211,7.245,0.02769,0.41507,0.62421,0.06021,0.79427,0.82029,True,0.837,394.5
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53786,0.88081,21.277,0.24483,0.19571,0.78231,0.13591,6.193,0.0304,0.67005,0.61579,0.08632,0.69971,0.63983,True,0.837,394.1
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60389,0.87308,28.551,0.11701,0.19065,0.62625,0.40228,10.56,0.07258,0.38673,0.56384,0.03736,0.75928,0.73657,True,0.837,394.0
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59006,0.90518,25.243,0.23603,0.16993,0.74191,0.1949,6.542,0.44285,0.74331,0.57445,0.05469,0.54734,0.46296,True,0.837,394.0
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.62188,0.91103,25.041,0.2431,0.09977,0.87833,0.30531,10.417,0.17055,0.38287,0.50346,0.05597,0.56129,0.57014,True,0.837,393.7
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47485,0.87285,20.428,0.25048,0.12651,0.61902,0.27935,14.723,0.10728,0.34262,0.74356,0.09519,0.90735,0.89147,False,0.837,393.7
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56502,0.90451,23.271,0.22949,0.12196,0.68746,0.32794,12.293,0.03187,0.47196,0.58928,0.06862,0.61138,0.61054,True,0.837,393.8
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54234,0.88607,23.505,0.28516,0.14639,0.71007,0.19659,11.007,0.06905,0.39783,0.50066,0.0668,0.50051,0.55497,True,0.837,393.7
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,3.1416,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.06,uniform,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58162,0.9202,24.805,0.27553,0.14805,0.7368,0.23631,8.016,0.0404,0.3911,0.67048,0.05751,0.73486,0.71813,True,0.837,393.6
