image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
parrot_00,add,human,identity,0.41099,0.03575,0.41099,0.03575,1.0,True,142.6
parrot_00,add,human,blur1,0.26188,0.04572,0.41099,0.03575,0.63718,True,142.6
parrot_00,add,human,noise0.05,0.63658,0.0519,0.41099,0.03575,1.54888,True,142.6
parrot_00,add,human,quantize16,0.45833,0.02181,0.41099,0.03575,1.11518,True,142.6
parrot_00,add,human,jpeg75,0.12954,0.06479,0.41099,0.03575,0.3152,True,142.6
parrot_00,add,human,jpeg30,0.33163,0.04746,0.41099,0.03575,0.8069,True,142.6
parrot_00,add,human,crop_resize0.1,0.55745,0.0419,0.41099,0.03575,1.35635,True,142.6
parrot_00,add,human,jpeg_then_resize75,0.20792,0.03379,0.41099,0.03575,0.50591,True,142.6
parrot_00,add,human,adverse_cleaner,0.11626,0.05625,0.41099,0.03575,0.28288,True,142.6
parrot_00,phase,human,identity,0.29739,0.03424,0.29739,0.03424,1.0,True,142.6
parrot_00,phase,human,blur1,0.26931,0.02984,0.29739,0.03424,0.90558,True,142.6
parrot_00,phase,human,noise0.05,0.63041,0.05642,0.29739,0.03424,2.11982,True,142.6
parrot_00,phase,human,quantize16,0.34446,0.04136,0.29739,0.03424,1.15828,True,142.6
parrot_00,phase,human,jpeg75,0.21807,0.05712,0.29739,0.03424,0.73328,True,142.6
parrot_00,phase,human,jpeg30,0.31495,0.01756,0.29739,0.03424,1.05905,True,142.6
parrot_00,phase,human,crop_resize0.1,0.51632,0.03401,0.29739,0.03424,1.73619,True,142.6
parrot_00,phase,human,jpeg_then_resize75,0.20319,0.02742,0.29739,0.03424,0.68324,True,142.6
parrot_00,phase,human,adverse_cleaner,0.18718,0.02578,0.29739,0.03424,0.62941,True,142.6
