image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22141,0.91471,22.817,0.401,0.11014,0.27079,0.72325,18.79,0.31749,0.20683,1.0,0.07231,37.3
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30625,0.87542,22.66,0.32153,0.1722,0.34822,0.66188,19.47,0.23932,0.23503,0.99216,0.07362,37.6
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31794,0.83902,19.257,0.30812,0.19701,0.38961,0.49237,15.923,0.26385,0.28392,0.99608,0.10893,37.7
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37774,0.93904,28.611,0.26195,0.13605,0.32207,0.73175,18.515,0.57178,0.23219,1.0,0.0371,37.6
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23139,0.92106,26.524,0.43834,0.13872,0.41982,0.59398,11.151,0.38216,0.2692,0.80784,0.04719,37.7
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38804,0.90197,24.188,0.43414,0.09614,0.38232,0.61934,18.726,0.25553,0.19018,0.96471,0.06174,37.8
task_env_weather_133752,gain_only,instruct-pix2pix,transform the setting to a rainy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33202,0.91735,26.855,0.43821,0.08745,0.35925,0.78473,20.745,0.276,0.15818,0.99608,0.04542,37.7
task_env_weather_181583,gain_only,instruct-pix2pix,change the setting to a stormy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37614,0.88548,24.787,0.42527,0.14796,0.68267,0.6051,13.961,0.3419,0.40492,0.92549,0.05763,37.8
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37543,0.80349,17.096,0.27917,0.14878,0.48225,0.41858,15.743,0.1305,0.24175,1.0,0.13969,37.6
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27318,0.89397,22.544,0.35771,0.12008,0.30402,0.7096,19.033,0.2323,0.18898,0.85173,0.07461,37.7
task_obj_add_13726,gain_only,instruct-pix2pix,Add subscribe button,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3842,0.85144,20.318,0.29464,0.15409,0.63772,0.48988,15.638,0.18042,0.37997,1.0,0.09641,37.7
task_obj_add_340466,gain_only,instruct-pix2pix,Add orange juice,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2258,0.93347,25.11,0.46812,0.12461,0.33087,0.77031,17.331,0.36679,0.23064,0.94101,0.05553,37.7
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4771,0.83824,21.926,0.31039,0.15442,0.45433,0.45465,16.472,0.22134,0.31874,0.96471,0.08011,37.7
task_obj_add_581286,gain_only,instruct-pix2pix,Add sauce,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28867,0.93778,28.734,0.50604,0.10489,0.31555,0.69767,17.046,0.36709,0.19818,0.72157,0.03658,37.7
task_obj_add_692065,gain_only,instruct-pix2pix,Add monk,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29035,0.86821,23.157,0.47905,0.13287,0.32218,0.7043,20.354,0.34755,0.16246,0.80392,0.06952,37.7
task_obj_remove_10197,gain_only,instruct-pix2pix,Remove gravel path,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36536,0.86849,20.865,0.39041,0.16061,0.44493,0.37337,13.477,0.06068,0.25721,1.0,0.09052,37.6
task_obj_remove_257910,gain_only,instruct-pix2pix,Remove bracelet,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38043,0.93398,26.944,0.44475,0.10138,0.36714,0.77984,21.393,0.34005,0.18837,0.84557,0.04496,37.7
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37788,0.90197,24.226,0.44906,0.13103,0.51772,0.50086,14.376,0.13746,0.36809,0.8707,0.06148,37.7
task_obj_remove_509477,gain_only,instruct-pix2pix,Remove the man with glasses,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38727,0.84167,20.785,0.30849,0.13685,0.40466,0.59061,18.037,0.24437,0.23162,1.0,0.09136,37.6
task_obj_remove_657585,gain_only,instruct-pix2pix,Remove frisbee,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3542,0.94732,29.29,0.60878,0.11393,0.45386,0.75313,18.432,0.59185,0.24924,0.91373,0.03432,37.8
task_obj_swap_joint_mask_276754,gain_only,instruct-pix2pix,Replace the satellite dish with rocket,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48669,0.73274,18.444,0.14631,0.24406,0.19682,0.78955,20.352,0.27353,0.21849,1.0,0.11962,37.6
task_obj_swap_joint_mask_533428,gain_only,instruct-pix2pix,Replace the samurai armor with red jacket,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,1.8,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42276,0.83559,20.501,0.30293,0.16661,0.50009,0.44945,15.053,0.12717,0.27024,0.99608,0.09439,37.7
