image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,loss,gain_ratio,purify_aware,wm_q_attack,wm_block_frac,wm_topk,wm_eps,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_wm,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.33084,0.81254,28.91,0.54276,0.0505,0.2887,0.75978,23.354,0.3364,0.09116,0.31131,0.03585,67.1
task_attr_mod_color_32648,dct_wm,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.46541,0.76494,29.962,0.23623,0.10507,0.45194,0.58236,18.103,0.26924,0.16692,0.2868,0.03176,68.2
task_env_weather_133752,dct_wm,instruct-pix2pix,transform the setting to a rainy day,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.32402,0.88488,28.513,0.54786,0.0653,0.3782,0.81518,24.232,0.30852,0.14986,0.27934,0.03753,68.3
task_env_weather_63722,dct_wm,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.31537,0.82638,28.859,0.57053,0.05389,0.30874,0.80507,23.872,0.33383,0.10541,0.28346,0.03606,68.4
task_obj_add_40931,dct_wm,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.25344,0.90678,29.36,0.6318,0.05549,0.28422,0.7872,22.256,0.36089,0.13148,0.30868,0.03404,68.5
task_obj_remove_10197,dct_wm,instruct-pix2pix,Remove gravel path,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.24864,0.92242,28.661,0.60402,0.04035,0.37423,0.47355,13.428,0.11187,0.19768,0.3131,0.03689,68.4
task_obj_remove_509477,dct_wm,instruct-pix2pix,Remove the man with glasses,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.17604,0.91346,28.335,0.62277,0.01859,0.19837,0.83041,23.762,0.36823,0.0628,0.34677,0.03831,68.6
task_obj_swap_joint_mask_533428,dct_wm,instruct-pix2pix,Replace the samurai armor with red jacket,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.22798,0.8676,28.53,0.62289,0.03901,0.31531,0.68906,17.747,0.28206,0.16053,0.30991,0.03746,68.6
task_obj_swap_rand_mask_417469,dct_wm,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,32,2.0,100,7.5,1.5,20260812,True,0.27799,0.8361,29.08,0.55138,0.03931,0.29487,0.75463,23.514,0.32548,0.11427,0.28618,0.03515,68.3
