image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,coarsen,warp_grid,update,step_size,saturate_at,warp_init_std,dct_mode,dct_qd,dct_pairing,dct_gate,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_nonadd,instruct-pix2pix,turn the color of potted plant to pink,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40481,0.92461,22.575,0.36291,0.10533,0.61191,0.46482,9.915,0.14968,0.33506,0.98039,0.07435,0.75172,0.72193,True,0.837,393.0
task_attr_mod_color_136767,dct_nonadd,instruct-pix2pix,turn the color of astronaut to pink,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42985,0.89625,22.187,0.30094,0.18604,0.58131,0.37097,8.632,0.15058,0.33914,1.0,0.07774,0.81355,0.81947,True,0.837,382.6
task_attr_mod_color_184837,dct_nonadd,instruct-pix2pix,turn the color of frame to pink,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53295,0.82422,18.299,0.23431,0.22215,0.7811,0.13531,6.07,0.03538,0.67118,0.97481,0.12163,0.69877,0.62729,True,0.837,382.5
task_attr_mod_color_32648,dct_nonadd,instruct-pix2pix,turn the color of potion bottle to orange,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39111,0.97138,33.204,0.35384,0.07093,0.32183,0.69212,17.172,0.56004,0.25971,0.73705,0.02187,0.92363,0.91,False,0.837,382.5
task_attr_mod_color_6205,dct_nonadd,instruct-pix2pix,turn the color of toolbox to red,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39177,0.9288,24.744,0.40588,0.13879,0.63976,0.24399,7.164,0.56596,0.46336,0.99608,0.05792,0.74182,0.70341,True,0.837,382.7
task_env_weather_112463,dct_nonadd,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56149,0.88414,24.485,0.31539,0.11633,0.83889,0.30199,9.912,0.14135,0.3664,0.95911,0.05967,0.54014,0.56159,True,0.837,382.7
task_obj_remove_380621,dct_nonadd,instruct-pix2pix,Remove iceberg,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52765,0.86465,22.266,0.30871,0.14427,0.73417,0.24449,7.992,0.04588,0.38989,1.0,0.07704,0.73773,0.70388,True,0.837,382.9
task_obj_swap_joint_mask_276754,dct_nonadd,instruct-pix2pix,Replace the satellite dish with rocket,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47023,0.74167,21.162,0.1432,0.2061,0.66503,0.50527,12.657,0.01433,0.44806,0.98039,0.08748,0.79464,0.84626,False,0.837,383.1
task_obj_swap_joint_mask_533428,dct_nonadd,instruct-pix2pix,Replace the samurai armor with red jacket,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5598,0.7925,18.833,0.20805,0.1887,0.63637,0.24043,9.399,0.05029,0.28032,1.0,0.11438,0.65527,0.63363,True,0.837,383.0
task_obj_swap_rand_mask_417469,dct_nonadd,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.1416,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1,16,sign,,0.25,0.0,plane,0.85,transpose,texture,1000,latent_norm,0.0,none,0.0,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52121,0.83604,21.732,0.2462,0.15597,0.76042,0.22802,8.937,0.08229,0.48687,0.94902,0.08193,0.38291,0.48432,True,0.837,370.7
