condition,lr_key,lr,steps,image_id,final_loss,final_L_def,final_L_fid,finite,monitor,monitor_first,monitor_last,monitor_per_step,final_lpips,final_psnr
N1,lr.N1,0.0001,60,bird_03,0.9840301275253296,0.9840301275253296,0.0,True,shared_mass,0.015970706939697266,0.01596987247467041,-1.4143475031448623e-08,,
N1,lr.N1,0.001,60,bird_03,0.9840230941772461,0.9840230941772461,0.0,True,shared_mass,0.015970706939697266,0.015976905822753906,1.0506581451933263e-07,,
N1,lr.N1,0.005,60,bird_03,0.9840173721313477,0.9840173721313477,0.0,True,shared_mass,0.015970706939697266,0.015982627868652344,2.020496433064089e-07,,
N1,lr.N1,0.02,60,bird_03,0.984002947807312,0.984002947807312,0.0,True,shared_mass,0.015970706939697266,0.01599705219268799,4.4652971170716364e-07,,
N1,lr.N1,0.1,60,bird_03,0.983966588973999,0.983966588973999,0.0,True,shared_mass,0.015970706939697266,0.016033411026000977,1.0627811237917107e-06,,
N2,lr.N2,0.0001,60,bird_03,0.7319355010986328,0.7319355010986328,0.0,True,edit_shift,0.027366291731595993,0.14823424816131592,0.002048609431012202,,
N2,lr.N2,0.001,60,bird_03,0.7346386909484863,0.7346386909484863,0.0,True,edit_shift,0.027366291731595993,0.1531415581703186,0.002131784176927502,,
N2,lr.N2,0.005,60,bird_03,0.7324711084365845,0.7324711084365845,0.0,True,edit_shift,0.027366291731595993,0.14402170479297638,0.001977210390870854,,
N2,lr.N2,0.02,60,bird_03,0.7371199131011963,0.7371199131011963,0.0,True,edit_shift,0.027366291731595993,0.1469060480594635,0.00202609756487911,,
N2,lr.N2,0.1,60,bird_03,0.7233438491821289,0.7233438491821289,0.0,True,edit_shift,0.027366291731595993,0.18613691627979279,0.0026910275347152,,
N3,lr.N3_stage1,0.0001,60,bird_03,1.1334121227264404,,,True,,,,,0.10701171308755875,36.414249420166016
N3,lr.N3_stage1,0.001,60,bird_03,0.0,,,True,,,,,0.09776531159877777,36.773677825927734
N3,lr.N3_stage1,0.005,60,bird_03,210.90591430664062,,,True,,,,,0.2396295666694641,29.45001983642578
N3,lr.N3_stage1,0.02,60,bird_03,619.0452880859375,,,True,,,,,0.6088827848434448,16.558984756469727
N3,lr.N3_stage1,0.1,60,bird_03,784.0161743164062,,,True,,,,,0.6191357970237732,16.619876861572266
N3,lr.N3_stage2,0.0001,60,bird_03,0.01893320307135582,0.01893320307135582,0.0,True,edit_shift,0.11406628042459488,0.11451859772205353,7.666394872180487e-06,,
N3,lr.N3_stage2,0.001,60,bird_03,0.01882367581129074,0.01882367581129074,0.0,True,edit_shift,0.11406628042459488,0.12194684147834778,0.00013356883141954067,,
N3,lr.N3_stage2,0.005,60,bird_03,0.01842781901359558,0.01842781901359558,0.0,True,edit_shift,0.11406628042459488,0.12873047590255737,0.0002485456860671609,,
N3,lr.N3_stage2,0.02,60,bird_03,0.018832150846719742,0.018832150846719742,0.0,True,edit_shift,0.11406628042459488,0.1151064932346344,1.7630725593890174e-05,,
N3,lr.N3_stage2,0.1,60,bird_03,8.297497749328613,0.023593192920088768,8.273904800415039,True,edit_shift,0.11406628042459488,0.1672678291797638,0.000901721165341846,,
