strength,image_id,group,clip_orig,clip_edit,siglip_orig,siglip_edit,effect_clip,effect_siglip
0.3,bird_03,bird,0.16229665279388428,0.17491430044174194,0.0047795698046684265,0.00618969090282917,0.012617647647857666,0.0014101210981607437
0.3,cat_02,cat,0.23083709180355072,0.2586105763912201,0.03955334424972534,0.08219419419765472,0.027773484587669373,0.04264084994792938
0.3,dog_03,dog,0.18605956435203552,0.1946193277835846,0.009928504005074501,0.006585605442523956,0.008559763431549072,-0.0033428985625505447
0.4,bird_03,bird,0.16229665279388428,0.16805879771709442,0.0047795698046684265,0.005741231143474579,0.005762144923210144,0.0009616613388061523
0.4,cat_02,cat,0.23083709180355072,0.2706477642059326,0.03955334424972534,0.08929724246263504,0.0398106724023819,0.0497438982129097
0.4,dog_03,dog,0.18605956435203552,0.20805013179779053,0.009928504005074501,0.005904970690608025,0.021990567445755005,-0.0040235333144664764
0.5,bird_03,bird,0.16229665279388428,0.1749209314584732,0.0047795698046684265,0.004501732066273689,0.012624278664588928,-0.00027783773839473724
0.5,cat_02,cat,0.23083709180355072,0.26841509342193604,0.03955334424972534,0.08563452959060669,0.037578001618385315,0.04608118534088135
0.5,dog_03,dog,0.18605956435203552,0.2182910442352295,0.009928504005074501,0.0093527277931571,0.03223147988319397,-0.0005757762119174004
0.6,bird_03,bird,0.16229665279388428,0.19141638278961182,0.0047795698046684265,0.018471622839570045,0.02911972999572754,0.013692053034901619
0.6,cat_02,cat,0.23083709180355072,0.27320659160614014,0.03955334424972534,0.08014615625143051,0.042369499802589417,0.04059281200170517
0.6,dog_03,dog,0.18605956435203552,0.24781891703605652,0.009928504005074501,0.035308193415403366,0.061759352684020996,0.025379689410328865
0.7,bird_03,bird,0.16229665279388428,0.26902443170547485,0.0047795698046684265,0.10977809131145477,0.10672777891159058,0.10499852150678635
0.7,cat_02,cat,0.23083709180355072,0.24760061502456665,0.03955334424972534,0.07810968160629272,0.01676352322101593,0.03855633735656738
0.7,dog_03,dog,0.18605956435203552,0.2751604914665222,0.009928504005074501,0.07963044941425323,0.0891009271144867,0.06970194540917873
0.8,bird_03,bird,0.16229665279388428,0.27039778232574463,0.0047795698046684265,0.11440495401620865,0.10810112953186035,0.10962538421154022
0.8,cat_02,cat,0.23083709180355072,0.24264758825302124,0.03955334424972534,0.08213737607002258,0.01181049644947052,0.04258403182029724
0.8,dog_03,dog,0.18605956435203552,0.27590036392211914,0.009928504005074501,0.1031646877527237,0.08984079957008362,0.09323618374764919
