image_id,group,lpips,psnr,ssim
horse_00,horse,0.1580609381198883,28.52981185913086,0.7776216864585876
man_00,man,0.08508898317813873,33.824668884277344,0.9611943960189819
bird_03,bird,0.11460784077644348,31.765331268310547,0.9411880373954773
