strength,image_id,group,clip_orig,clip_edit,siglip_orig,siglip_edit,effect_clip,effect_siglip
0.3,horse_00,horse,0.23742760717868805,0.24116511642932892,0.05623641982674599,0.07309257239103317,0.003737509250640869,0.016856152564287186
0.3,man_00,man,0.18255013227462769,0.1984788030385971,0.029077444225549698,0.022058723494410515,0.01592867076396942,-0.007018720731139183
0.3,bird_03,bird,0.21624675393104553,0.25138506293296814,0.0048853084444999695,0.02318066917359829,0.03513830900192261,0.01829536072909832
0.4,horse_00,horse,0.23742760717868805,0.24116511642932892,0.05623641982674599,0.07309257239103317,0.003737509250640869,0.016856152564287186
0.4,man_00,man,0.18255013227462769,0.1984788030385971,0.029077444225549698,0.022058723494410515,0.01592867076396942,-0.007018720731139183
0.4,bird_03,bird,0.21624675393104553,0.25138506293296814,0.0048853084444999695,0.02318066917359829,0.03513830900192261,0.01829536072909832
0.5,horse_00,horse,0.23742760717868805,0.24116511642932892,0.05623641982674599,0.07309257239103317,0.003737509250640869,0.016856152564287186
0.5,man_00,man,0.18255013227462769,0.1984788030385971,0.029077444225549698,0.022058723494410515,0.01592867076396942,-0.007018720731139183
0.5,bird_03,bird,0.21624675393104553,0.25138506293296814,0.0048853084444999695,0.02318066917359829,0.03513830900192261,0.01829536072909832
0.6,horse_00,horse,0.23742760717868805,0.24116511642932892,0.05623641982674599,0.07309257239103317,0.003737509250640869,0.016856152564287186
0.6,man_00,man,0.18255013227462769,0.1984788030385971,0.029077444225549698,0.022058723494410515,0.01592867076396942,-0.007018720731139183
0.6,bird_03,bird,0.21624675393104553,0.25138506293296814,0.0048853084444999695,0.02318066917359829,0.03513830900192261,0.01829536072909832
0.7,horse_00,horse,0.23742760717868805,0.24116511642932892,0.05623641982674599,0.07309257239103317,0.003737509250640869,0.016856152564287186
0.7,man_00,man,0.18255013227462769,0.1984788030385971,0.029077444225549698,0.022058723494410515,0.01592867076396942,-0.007018720731139183
0.7,bird_03,bird,0.21624675393104553,0.25138506293296814,0.0048853084444999695,0.02318066917359829,0.03513830900192261,0.01829536072909832
0.8,horse_00,horse,0.23742760717868805,0.24116511642932892,0.05623641982674599,0.07309257239103317,0.003737509250640869,0.016856152564287186
0.8,man_00,man,0.18255013227462769,0.1984788030385971,0.029077444225549698,0.022058723494410515,0.01592867076396942,-0.007018720731139183
0.8,bird_03,bird,0.21624675393104553,0.25138506293296814,0.0048853084444999695,0.02318066917359829,0.03513830900192261,0.01829536072909832
