image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_shield,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44363,0.89267,30.018,0.49622,0.04499,0.41967,0.68226,17.49,0.27834,0.24333,0.29075,0.03156,80.4
task_attr_mod_color_136767,dct_shield,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40247,0.87767,30.476,0.53146,0.04777,0.57665,0.37564,8.742,0.20732,0.32161,0.24764,0.02993,81.2
task_attr_mod_color_184837,dct_shield,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33271,0.93796,29.508,0.59845,0.02951,0.4545,0.62599,17.818,0.27966,0.26566,0.27108,0.03347,81.6
task_attr_mod_color_32648,dct_shield,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56871,0.79125,31.637,0.24028,0.08593,0.58233,0.40774,10.918,0.10058,0.36842,0.20156,0.02619,80.8
task_attr_mod_color_6205,dct_shield,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48765,0.88341,30.34,0.48458,0.05371,0.63441,0.29866,7.944,0.41901,0.4138,0.31841,0.03041,81.1
task_env_weather_112463,dct_shield,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54656,0.90374,30.408,0.51902,0.03119,0.83507,0.39894,10.656,0.17449,0.34174,0.22236,0.03017,82.0
task_env_weather_133752,dct_shield,instruct-pix2pix,transform the setting to a rainy day,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54297,0.9164,30.672,0.52509,0.05529,0.5318,0.68998,19.459,0.31835,0.27576,0.20586,0.02927,81.5
task_env_weather_181583,dct_shield,instruct-pix2pix,change the setting to a stormy day,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49667,0.90237,30.305,0.49806,0.0239,0.70743,0.59843,14.579,0.379,0.35363,0.24254,0.03053,80.4
task_env_weather_246440,dct_shield,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25102,0.93769,28.575,0.61125,0.01573,0.44777,0.44886,15.827,0.14318,0.23432,0.29483,0.03726,81.1
task_env_weather_63722,dct_shield,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44057,0.90507,30.566,0.52802,0.03733,0.46859,0.66048,17.194,0.25273,0.25934,0.26874,0.02963,81.7
task_obj_add_13726,dct_shield,instruct-pix2pix,Add subscribe button,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37172,0.88738,29.782,0.52779,0.0343,0.74113,0.44938,12.787,0.33137,0.38869,0.276,0.03243,80.8
