condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
photoguard_c,bird_03,0.2,0.202070415019989,1.0625,3.9846405589630733,46.73133850097656,0.1827993392944336,0.996444582939148,0.852394163608551,0.9989442229270935,0.202070415019989,0.022177278995513916,1.0270192623138428,0.004606072325259447,0.0002368291316088289
