condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,mask_gated,gate_open_frac
N1,dog_03,0.2,0.20098160207271576,1.1875,2.364519891593579,20.876815795898438,0.8626002669334412,0.74261873960495,0.2353699952363968,0.8520663976669312,0.20098160207271576,0.08026641607284546,1.0250788927078247,0.09039805084466934,0.22666804492473602,2.336116313934326,11.05090618133545,7.328998565673828,6.0236053466796875,32,False,1.0
