loss,L_def,L_fid,defense_mode,edit_shift,shared_mass,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,step,stage,stage_step,lr,grad_norm
0.05981818586587906,0.05981818586587906,0.0,targeted_attn,nan,0.9401817917823792,8.996543101602583e-07,0.0,1.977076863113325e-06,0.0,2.378225326538086e-05,120.0,6.376098260485463e-11,6.376098260485463e-11,0.9999997615814209,2.378225326538086e-05,120.0,0.0,0.0,0.0,0,default,0,0.1,0.00023080807295627892
0.0594235323369503,0.0594235323369503,0.0,targeted_attn,nan,0.9405764937400818,0.004359593614935875,0.0,0.022488178685307503,0.0,0.07951858639717102,43.78116989135742,0.0015630264533683658,0.0015630264533683658,0.9985227584838867,0.07951858639717102,43.78116989135742,0.019518587738275528,0.0,0.0,1,default,1,0.1,0.0003235252806916833
0.05911906063556671,0.05911906063556671,0.0,targeted_attn,nan,0.9408809542655945,0.008341057226061821,0.0,0.03926856815814972,0.0,0.1566738486289978,38.875205993652344,0.004614054691046476,0.004614054691046476,0.9956104159355164,0.1566738486289978,38.875205993652344,0.09667384624481201,0.0,0.0,2,default,2,0.1,0.0002584206813480705
0.05884213745594025,0.05884213745594025,0.0,targeted_attn,nan,0.941157877445221,0.012042907997965813,0.0,0.05303450673818588,0.0,0.2285202443599701,36.098533630371094,0.00858358759433031,0.00858358759433031,0.9919298887252808,0.2285202443599701,36.098533630371094,0.1685202419757843,0.0,0.0,3,default,3,0.1,0.0002461963740643114
0.05861593037843704,0.05861593037843704,0.0,targeted_attn,nan,0.9413840770721436,0.015116417780518532,0.0,0.0633016973733902,0.0,0.29322585463523865,34.261173248291016,0.01303927693516016,0.01303927693516016,0.987923264503479,0.29322585463523865,34.261173248291016,0.23322585225105286,0.0,0.0,4,default,4,0.1,0.0004590780008584261
0.0584414005279541,0.0584414005279541,0.0,targeted_attn,nan,0.9415585994720459,0.017463885247707367,0.0,0.07211503386497498,0.0,0.3477921187877655,32.87386703491211,0.01769423857331276,0.01769423857331276,0.9836137294769287,0.3477921187877655,32.87386703491211,0.2877921164035797,0.0,1.1261329650878906,5,default,5,0.1,0.0001540595112601295
0.05824250727891922,0.05824250727891922,0.0,targeted_attn,nan,0.9417575001716614,0.019408365711569786,0.0,0.08018180727958679,0.0,0.3930319845676422,31.745758056640625,0.022273944690823555,0.022273944690823555,0.9790042638778687,0.3930319845676422,31.745758056640625,0.3330319821834564,0.0,2.254241943359375,6,default,6,0.1,0.00022003872436471283
0.058105867356061935,0.058105867356061935,0.0,targeted_attn,nan,0.9418941140174866,0.020787492394447327,0.0,0.08841642737388611,0.0,0.42728742957115173,30.818923950195312,0.026500971987843513,0.026500971987843513,0.9742578864097595,0.42728742957115173,30.818923950195312,0.36728742718696594,0.0,3.1810760498046875,7,default,7,0.1,0.00018655303574632853
0.05792374163866043,0.05792374163866043,0.0,targeted_attn,nan,0.9420762658119202,0.021815277636051178,0.0,0.09692317247390747,0.0,0.452432781457901,30.04522705078125,0.030481193214654922,0.030481193214654922,0.9694288969039917,0.452432781457901,30.04522705078125,0.3924327790737152,0.0,3.95477294921875,8,default,8,0.1,0.00020285982463974506
0.057784922420978546,0.057784922420978546,0.0,targeted_attn,nan,0.942215085029602,0.02261504903435707,0.0,0.10531021654605865,0.0,0.4710131585597992,29.369525909423828,0.03441604971885681,0.03441604971885681,0.9644245505332947,0.4710131585597992,29.369525909423828,0.4110131561756134,0.0,4.630474090576172,9,default,9,0.1,0.00019181698735337704
