image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_581286,dct_shield_y,instruct-pix2pix,Add sauce,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.66068,0.92153,25.222,0.20965,0.13668,0.76547,0.29484,11.979,0.03766,0.3184,0.41219,0.05481,179.0
task_obj_add_692065,dct_shield_y,instruct-pix2pix,Add monk,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47763,0.97053,24.25,0.39133,0.04171,0.47298,0.44117,15.957,0.28705,0.31955,0.36199,0.0613,179.0
task_obj_remove_10197,dct_shield_y,instruct-pix2pix,Remove gravel path,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49833,0.96181,24.412,0.32825,0.06171,0.53996,0.34978,15.804,0.06196,0.29791,0.38431,0.06017,178.9
task_obj_remove_257910,dct_shield_y,instruct-pix2pix,Remove bracelet,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5654,0.8998,25.244,0.22991,0.10738,0.71599,0.25245,7.815,0.04273,0.32919,0.35441,0.05468,178.9
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58229,0.93806,25.266,0.29648,0.11235,0.72423,0.23991,8.088,0.04773,0.3854,0.36042,0.05454,179.0
task_obj_remove_509477,dct_shield_y,instruct-pix2pix,Remove the man with glasses,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45923,0.95605,24.419,0.36456,0.06583,0.53082,0.50081,15.911,0.2845,0.34321,0.41844,0.06013,178.8
task_obj_remove_657585,dct_shield_y,instruct-pix2pix,Remove frisbee,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.67809,0.91808,25.764,0.23394,0.14889,0.82441,0.31811,11.273,0.07133,0.36516,0.3891,0.0515,180.0
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48306,0.8362,25.049,0.28352,0.07986,0.70743,0.40738,11.737,0.01078,0.4603,0.37774,0.05592,180.5
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47498,0.95424,24.685,0.35278,0.06203,0.614,0.31295,10.398,0.09847,0.26284,0.36781,0.05831,180.2
task_obj_swap_joint_mask_75733,dct_shield_y,instruct-pix2pix,Replace the snowy landscape with sea,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57059,0.90373,25.339,0.20047,0.11914,0.62367,0.59347,13.048,0.09009,0.35468,0.3974,0.05408,180.4
task_obj_swap_rand_mask_298147,dct_shield_y,instruct-pix2pix,Replace the wizard's robe with red shirt,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46224,0.87419,24.743,0.30737,0.09601,0.80831,0.1436,9.935,0.04718,0.51149,0.49479,0.05792,180.6
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,1000,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52454,0.90863,25.179,0.28444,0.07547,0.77981,0.23243,9.34,0.06014,0.53114,0.44023,0.05509,181.0
