image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_roundtrip,instruct-pix2pix,turn the color of potted plant to pink,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.0675,0.99326,32.886,0.72353,0.01723,0.079,0.97034,28.133,0.57917,0.03195,0.26738,0.02268,0.99353,0.99327,False,0.837,56.3
task_attr_mod_color_136767,warp_roundtrip,instruct-pix2pix,turn the color of astronaut to pink,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.0438,0.99375,33.959,0.73814,0.01967,0.07546,0.95962,26.551,0.57596,0.04022,0.3088,0.02005,0.99221,0.99169,False,0.837,46.7
task_attr_mod_color_184837,warp_roundtrip,instruct-pix2pix,turn the color of frame to pink,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04855,0.98876,30.191,0.66777,0.03091,0.07182,0.94267,25.998,0.49184,0.05261,0.2874,0.03093,0.99664,0.99511,False,0.837,46.8
task_attr_mod_color_32648,warp_roundtrip,instruct-pix2pix,turn the color of potion bottle to orange,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05263,0.99819,43.944,0.87476,0.01828,0.05611,0.97736,36.043,0.79238,0.03311,0.29026,0.00635,0.99641,0.99641,False,0.837,46.7
task_attr_mod_color_6205,warp_roundtrip,instruct-pix2pix,turn the color of toolbox to red,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.03994,0.99574,38.271,0.81301,0.01525,0.05343,0.9666,29.018,0.72425,0.0413,0.2509,0.0122,0.99699,0.99151,False,0.837,46.8
task_env_weather_112463,warp_roundtrip,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.02544,0.99766,41.153,0.92104,0.01145,0.10079,0.92083,26.343,0.61487,0.05468,0.20355,0.00876,0.98863,0.98637,False,0.837,46.8
task_env_weather_246440,warp_roundtrip,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.04405,0.98332,26.431,0.6565,0.02457,0.14992,0.86672,22.471,0.38249,0.0788,0.43707,0.04769,0.98428,0.98717,False,0.837,46.6
task_env_weather_63722,warp_roundtrip,instruct-pix2pix,change the setting to a snowy landscape,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07387,0.99133,31.446,0.6831,0.02642,0.10548,0.95693,27.004,0.46944,0.03764,0.33446,0.02677,0.98206,0.98651,False,0.837,46.7
task_obj_add_40931,warp_roundtrip,instruct-pix2pix,Add the blood on snout,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07216,0.99241,33.608,0.74007,0.02768,0.10978,0.93518,26.154,0.53224,0.05674,0.22617,0.02087,0.99273,0.97266,False,0.837,46.7
task_obj_remove_380621,warp_roundtrip,instruct-pix2pix,Remove iceberg,,0.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.07105,0.98791,29.947,0.74885,0.04269,0.11083,0.91225,23.908,0.49924,0.05157,0.49002,0.03182,0.99495,0.9924,False,0.837,46.7
