image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield,instruct-pix2pix,turn the color of potted plant to pink,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.76151,0.34485,14.391,0.14238,0.28156,0.69855,0.35261,7.984,0.06426,0.35147,0.97647,0.19075,0.69647,0.69506,True,0.837,402.9
task_attr_mod_color_136767,dct_shield,instruct-pix2pix,turn the color of astronaut to pink,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.7081,0.32268,14.666,0.15643,0.28934,0.62783,0.2224,6.232,0.01905,0.45987,1.0,0.18479,0.78561,0.8007,True,0.837,395.6
task_attr_mod_color_184837,dct_shield,instruct-pix2pix,turn the color of frame to pink,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.71876,0.50596,14.344,0.21273,0.2659,0.78151,0.13908,6.465,0.03893,0.67178,0.98039,0.19178,0.69351,0.63396,True,0.837,394.8
task_attr_mod_color_32648,dct_shield,instruct-pix2pix,turn the color of potion bottle to orange,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.7403,0.11579,15.352,0.03753,0.42725,0.63982,0.41491,9.503,0.05899,0.40183,0.99993,0.17077,0.80403,0.74257,True,0.837,395.2
task_attr_mod_color_6205,dct_shield,instruct-pix2pix,turn the color of toolbox to red,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.77329,0.27919,14.596,0.13091,0.29939,0.71878,0.19082,6.566,1.44519,0.78608,0.99608,0.18629,0.54469,0.46379,True,0.837,397.4
task_env_weather_112463,dct_shield,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.82155,0.29932,14.497,0.14542,0.27531,0.9037,0.18178,10.493,0.03034,0.37796,0.98824,0.18844,0.5347,0.57306,True,0.837,394.8
task_env_weather_246440,dct_shield,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64233,0.5,14.408,0.2175,0.22231,0.68067,0.17143,11.358,0.02763,0.3021,1.0,0.19038,0.71804,0.72195,True,0.837,396.4
task_env_weather_63722,dct_shield,instruct-pix2pix,change the setting to a snowy landscape,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.73162,0.3702,14.631,0.16041,0.264,0.69688,0.27349,11.559,0.01863,0.48629,0.95686,0.18555,0.61062,0.60125,True,0.837,396.7
task_obj_add_40931,dct_shield,instruct-pix2pix,Add the blood on snout,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.69701,0.43282,14.904,0.20002,0.27696,0.74008,0.1187,8.958,0.02896,0.41581,0.99216,0.1798,0.45216,0.5378,True,0.837,396.3
task_obj_remove_380621,dct_shield,instruct-pix2pix,Remove iceberg,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.75429,0.31015,14.736,0.15327,0.35066,0.73738,0.22695,6.968,0.05925,0.39379,0.98824,0.18331,0.69227,0.6736,True,0.837,396.9
task_obj_swap_joint_mask_276754,dct_shield,instruct-pix2pix,Replace the satellite dish with rocket,,1.4,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,encoder_target,0.0,none,0.75,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.65605,0.28123,14.733,0.11983,0.32358,0.41378,0.65046,10.638,0.05469,0.4017,1.0,0.18338,0.90669,0.84824,False,0.837,396.2
