image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.13517,0.98561,30.826,0.6528,0.03777,0.17975,0.89465,22.747,0.41374,0.09452,0.47401,0.02875,0.95659,0.97447,False,0.837,405.6
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18073,0.97965,32.062,0.60823,0.06436,0.23624,0.82778,23.448,0.37463,0.143,0.36078,0.02494,0.98713,0.98597,False,0.837,393.2
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20579,0.96274,26.758,0.52834,0.09243,0.31738,0.66848,18.123,0.31304,0.21107,0.34229,0.04593,0.97407,0.94895,False,0.837,393.1
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21006,0.99432,41.462,0.69288,0.03686,0.15665,0.85537,20.073,0.65334,0.16037,0.27843,0.00845,0.9278,0.93931,False,0.837,392.5
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12351,0.98734,34.643,0.71232,0.0648,0.28412,0.75184,13.113,0.49566,0.16841,0.40918,0.01853,0.97463,0.93907,False,0.837,392.3
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22943,0.97816,35.046,0.69326,0.03129,0.28681,0.72367,20.075,0.36475,0.13801,0.24321,0.01769,0.94511,0.93301,False,0.837,392.3
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19967,0.95718,24.722,0.4779,0.0661,0.42523,0.48337,16.18,0.14826,0.21951,0.56987,0.05807,0.93542,0.86789,False,0.837,392.3
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18761,0.97869,29.561,0.58329,0.05207,0.27364,0.81501,20.592,0.30507,0.13772,0.39002,0.03326,0.93193,0.90791,False,0.837,391.9
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30152,0.9714,30.49,0.59,0.07447,0.31302,0.67943,19.9,0.30977,0.18154,0.28258,0.02989,0.93178,0.90967,False,0.837,391.2
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,1.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19161,0.98358,31.585,0.68865,0.05511,0.33771,0.73773,18.385,0.27694,0.17888,0.47059,0.02635,0.97348,0.90964,False,0.837,391.7
