condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,mask_gated,gate_open_frac
R,bird_02,0.05,0.04784512519836426,1.75,6.759819249089625,33.52516174316406,0.4449281394481659,0.9655598402023315,0.7207140326499939,0.9910537600517273,0.04784512519836426,0.008291125297546387,0.993844747543335,0.021073514595627785,0.019204458221793175,0.4083741009235382,2.9346113204956055,1.6533690690994263,1.9790446758270264,32,True,0.598876953125
