image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14083,0.99578,33.595,0.72495,0.0088,0.16632,0.91799,23.527,0.44345,0.07321,0.42522,0.02091,0.97173,0.97661,False,0.837,193.5
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17411,0.99221,34.701,0.68225,0.02666,0.20746,0.84199,24.344,0.40805,0.12684,0.36794,0.0184,0.99198,0.98432,False,0.837,183.8
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20527,0.98932,29.552,0.60687,0.02875,0.28754,0.73146,19.119,0.33905,0.18829,0.34699,0.0333,0.97897,0.9621,False,0.837,369.3
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18971,0.99824,44.111,0.77578,0.00854,0.143,0.86826,20.495,0.6826,0.14605,0.18905,0.00623,0.93475,0.9451,False,0.837,379.8
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.11619,0.99609,38.449,0.78769,0.01929,0.25826,0.77504,12.941,0.52685,0.14839,0.29076,0.01195,0.98268,0.95398,False,0.837,391.0
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20091,0.99532,40.834,0.82638,0.00721,0.24524,0.78849,22.28,0.42796,0.11948,0.18035,0.00908,0.9533,0.94219,False,0.837,390.2
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19399,0.98429,26.258,0.56625,0.02341,0.40324,0.51698,16.27,0.16993,0.21064,0.67705,0.04865,0.9311,0.86916,False,0.837,390.3
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18574,0.99501,33.503,0.68049,0.01809,0.24178,0.85939,21.694,0.33895,0.113,0.30601,0.02113,0.95207,0.93289,False,0.837,390.6
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27475,0.99056,34.239,0.68865,0.02306,0.27106,0.72858,20.808,0.34862,0.15673,0.25124,0.01941,0.93293,0.93192,False,0.837,389.7
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,1.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19806,0.99225,31.537,0.72488,0.02818,0.33231,0.75115,18.419,0.28369,0.16992,0.52223,0.0265,0.97657,0.92186,False,0.837,390.0
