image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18438,0.9922,30.926,0.67676,0.01133,0.1734,0.87526,21.943,0.44561,0.0833,0.52794,0.02843,0.96069,0.96681,False,0.837,184.9
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22877,0.98678,32.221,0.61415,0.03134,0.23207,0.78092,21.955,0.38929,0.13983,0.62461,0.02449,0.98041,0.98077,False,0.837,176.7
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24883,0.97904,26.895,0.53051,0.03053,0.28851,0.65354,17.926,0.3294,0.21006,0.48926,0.04521,0.96899,0.94824,False,0.837,177.0
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32245,0.99637,40.038,0.65307,0.01823,0.25028,0.78785,19.719,0.71367,0.18814,0.31419,0.00996,0.95516,0.95093,False,0.837,176.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14819,0.99325,35.992,0.74033,0.0202,0.264,0.7533,14.181,0.53634,0.16106,0.39012,0.01586,0.97085,0.93162,False,0.837,177.1
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2996,0.99151,37.985,0.75946,0.01028,0.34222,0.7368,19.864,0.30321,0.1383,0.21016,0.01261,0.94045,0.93708,False,0.837,176.3
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34148,0.96568,23.107,0.47033,0.03005,0.42109,0.49218,16.218,0.15674,0.21744,0.87843,0.06993,0.9281,0.8726,False,0.837,176.3
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26311,0.98961,31.024,0.60601,0.02151,0.25093,0.82591,21.357,0.33026,0.10455,0.47059,0.02811,0.94646,0.94763,False,0.837,176.7
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37189,0.98356,31.79,0.62123,0.02617,0.33284,0.58505,17.849,0.32636,0.23362,0.41182,0.02573,0.9342,0.86175,False,0.837,177.9
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29517,0.9859,29.645,0.67231,0.02985,0.39635,0.70352,17.764,0.26765,0.1787,0.63234,0.03294,0.91751,0.85474,False,0.837,177.3
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42213,0.95297,26.447,0.35782,0.0384,0.19455,0.79456,21.018,0.26146,0.20372,0.86156,0.0476,0.95128,0.92018,False,0.837,176.6
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34081,0.97911,29.215,0.54699,0.02569,0.40331,0.57557,16.218,0.20192,0.17661,0.50782,0.03461,0.94763,0.89065,False,0.837,177.0
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29624,0.97946,29.193,0.57642,0.01746,0.28484,0.71451,21.002,0.37275,0.15433,0.93333,0.0347,0.93418,0.91042,False,0.837,177.8
