image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,add,instruct-pix2pix,turn the color of potted plant to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.63015,0.77067,23.757,0.26239,0.18244,0.60608,0.46445,9.873,0.13659,0.33545,0.1,0.06489,36.3
task_attr_mod_color_136767,add,instruct-pix2pix,turn the color of astronaut to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60064,0.70683,24.05,0.28589,0.16818,0.63591,0.25328,7.205,0.0487,0.4323,0.1,0.06274,36.6
task_attr_mod_color_184837,add,instruct-pix2pix,turn the color of frame to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57435,0.84949,23.195,0.36268,0.1644,0.77814,0.13763,6.382,0.03203,0.66913,0.1,0.06922,36.7
task_attr_mod_color_32648,add,instruct-pix2pix,turn the color of potion bottle to orange,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.72317,0.5202,24.679,0.09386,0.2787,0.61341,0.4133,10.018,0.06364,0.39794,0.1,0.05835,36.7
task_attr_mod_color_6205,add,instruct-pix2pix,turn the color of toolbox to red,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.659,0.73746,24.463,0.24179,0.19745,0.754,0.18174,6.407,0.26214,0.75745,0.1,0.05982,36.8
task_env_weather_112463,add,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.67403,0.77803,24.228,0.26068,0.14643,0.88877,0.32256,10.804,0.19761,0.37904,0.1,0.06146,36.8
task_env_weather_133752,add,instruct-pix2pix,transform the setting to a rainy day,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.68121,0.8105,24.871,0.29389,0.17489,0.76041,0.18652,10.961,0.02457,0.45431,0.1,0.05708,36.7
task_env_weather_181583,add,instruct-pix2pix,change the setting to a stormy day,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.62171,0.79391,24.843,0.24559,0.14572,0.80152,0.24956,10.696,0.04398,0.44321,0.1,0.05726,36.7
task_env_weather_246440,add,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44742,0.85448,23.164,0.36992,0.08478,0.62557,0.24726,13.629,0.12691,0.37011,0.1,0.06947,36.6
task_env_weather_63722,add,instruct-pix2pix,change the setting to a snowy landscape,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.6049,0.78879,24.486,0.28669,0.16285,0.6853,0.33297,12.316,0.03514,0.47433,0.1,0.05966,36.6
task_obj_add_13726,add,instruct-pix2pix,Add subscribe button,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56552,0.7622,24.065,0.28951,0.15477,0.84555,0.22276,11.201,0.02612,0.45611,0.1,0.06263,36.7
task_obj_add_340466,add,instruct-pix2pix,Add orange juice,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.65535,0.77639,24.146,0.28003,0.20498,0.78078,0.30206,9.614,0.03849,0.42398,0.1,0.06205,36.7
task_obj_add_40931,add,instruct-pix2pix,Add the blood on snout,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59588,0.8117,23.936,0.35728,0.17173,0.72927,0.17068,10.497,0.0533,0.39359,0.1,0.06356,36.7
task_obj_add_581286,add,instruct-pix2pix,Add sauce,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.69816,0.74233,25.178,0.20035,0.22524,0.78143,0.29857,11.882,0.0402,0.33759,0.1,0.0551,36.7
task_obj_add_692065,add,instruct-pix2pix,Add monk,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53559,0.88077,23.312,0.37018,0.12317,0.64106,0.29811,14.568,0.2305,0.40895,0.1,0.0683,36.6
task_obj_remove_10197,add,instruct-pix2pix,Remove gravel path,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56505,0.83524,24.163,0.31443,0.14565,0.58327,0.29053,13.929,0.04828,0.28005,0.1,0.06192,36.6
task_obj_remove_257910,add,instruct-pix2pix,Remove bracelet,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64206,0.69836,24.538,0.22154,0.19242,0.73885,0.23093,7.031,0.04574,0.35137,0.1,0.05931,36.7
