image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.71024,0.65946,16.063,0.12355,0.21678,0.67931,0.36527,8.399,0.06826,0.37703,0.90588,0.15734,0.74026,0.72091,True,0.837,391.7
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.66954,0.58499,16.122,0.13081,0.24635,0.6194,0.23975,6.536,0.02214,0.44938,0.95294,0.15627,0.75692,0.79432,True,0.837,381.2
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.66006,0.80162,15.795,0.18486,0.21718,0.78146,0.13724,6.284,0.03375,0.66811,0.84321,0.16228,0.69789,0.63584,True,0.837,381.7
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.73413,0.35787,17.348,0.03179,0.3565,0.64346,0.42032,10.047,0.06419,0.39349,0.97697,0.13571,0.81097,0.70161,True,0.837,381.9
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.72157,0.65356,16.697,0.11868,0.2542,0.72432,0.1894,6.537,0.76164,0.78444,0.93725,0.14627,0.54862,0.47383,True,0.837,384.5
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.77046,0.68197,16.161,0.13122,0.2108,0.92581,0.2559,10.389,0.10407,0.40788,0.92958,0.15558,0.55301,0.57813,True,0.837,380.2
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.7081,0.68974,16.545,0.13331,0.24811,0.76231,0.2282,7.387,0.04479,0.4022,0.87843,0.14884,0.71005,0.67579,True,0.837,381.5
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5383,0.69358,16.821,0.11231,0.21357,0.64407,0.53891,12.097,0.01434,0.40092,0.91238,0.14419,0.84312,0.8787,False,0.837,381.1
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.65202,0.74076,16.094,0.16257,0.22031,0.63795,0.24008,9.213,0.06137,0.29587,0.94887,0.15679,0.62596,0.60183,True,0.837,379.1
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.2,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.68112,0.63189,16.95,0.12356,0.22414,0.74653,0.1788,8.453,0.04602,0.412,0.93061,0.14208,0.34944,0.49604,True,0.837,378.8
