image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,low_freq_frac,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,identity,0.0,train,0.0,18.304555892944336,0.9138413071632385,0.6706814169883728,0.3785003125667572,0.14766615629196167,4.215788341561983,4.274276524748851,0.2232273519039154,0.05863351374864578,0.25015687942504883,0.05120202153921127,35.37346267700195,0.11011187732219696,0.9806195497512817,0.05149580538272858,0.022473633289337158,0.0,80.0,0.3785003125667572
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,blur,0.0,heldout,0.0,23.817001342773438,0.8308979272842407,0.8778874278068542,0.1539326012134552,0.07533025741577148,3.607388867230174,3.9076260389924764,0.21795710921287537,0.04843774065375328,0.22438141703605652,0.046899206936359406,35.37346267700195,0.11011187732219696,0.9806195497512817,0.05149580538272858,0.022473633289337158,0.0,80.0,0.1539326012134552
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,blur,0.5,heldout,0.0,24.43360137939453,0.7202599048614502,0.8797043561935425,0.15755712985992432,0.07793736457824707,3.607388867230174,2.8201327069429447,0.21795710921287537,0.04843774065375328,0.22207731008529663,0.03997700661420822,30.463802337646484,0.25220757722854614,0.9756845831871033,0.0709654837846756,0.0299338698387146,0.07280343770980835,27.877161026000977,0.08475369215011597
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,blur,1.0,heldout,0.0,22.666263580322266,0.7398443818092346,0.798302412033081,0.3308733105659485,0.12956523895263672,3.607388867230174,4.0647036968052905,0.21795710921287537,0.04843774065375328,0.21887201070785522,0.01386087667196989,23.13539695739746,0.6027765274047852,0.9066537618637085,0.2306833267211914,0.09213954210281372,0.3081440329551697,22.882883071899414,0.02272927761077881
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,blur,1.5,heldout,0.0,21.545223236083984,0.744784951210022,0.7275020480155945,0.4490939974784851,0.190343976020813,3.607388867230174,6.563384722256672,0.21795710921287537,0.04843774065375328,0.22740954160690308,0.03107050061225891,21.24261474609375,0.7366396188735962,0.8168649673461914,0.34615227580070496,0.16833412647247314,0.4379340708255768,21.619068145751953,0.011159926652908325
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,blur,2.0,heldout,0.0,20.870407104492188,0.736470639705658,0.6698777675628662,0.5188553333282471,0.23126673698425293,3.607388867230174,7.546187761082553,0.21795710921287537,0.04843774065375328,0.21606901288032532,0.02608962170779705,20.262205123901367,0.7984813451766968,0.734395444393158,0.4279182255268097,0.21108365058898926,0.5099867582321167,20.968475341796875,0.008868575096130371
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,blur,3.0,heldout,0.0,19.981626510620117,0.7715954780578613,0.575344443321228,0.5896153450012207,0.28698980808258057,3.607388867230174,9.16250380790063,0.21795710921287537,0.04843774065375328,0.21175268292427063,0.021396305412054062,19.123577117919922,0.8428069353103638,0.6045717000961304,0.5330266356468201,0.2619589567184448,0.5855351686477661,20.02093505859375,0.00408017635345459
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,jpeg,95,heldout,0.0,24.04595947265625,0.7897272706031799,0.8857483863830566,0.15090824663639069,0.06701982021331787,3.607388867230174,3.8755667140400294,0.21795710921287537,0.04843774065375328,0.2227727770805359,0.035260532051324844,33.202117919921875,0.33725494146347046,0.9783400893211365,0.06538762897253036,0.027429521083831787,0.04655233025550842,29.74864959716797,0.10435591638088226
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,jpeg,85,heldout,0.0,23.528419494628906,0.7660971879959106,0.8715025186538696,0.16137467324733734,0.07421708106994629,3.607388867230174,3.7752722896769737,0.21795710921287537,0.04843774065375328,0.22292612493038177,0.04331043362617493,30.824111938476562,0.37254902720451355,0.9703275561332703,0.09431898593902588,0.03332394361495972,0.08944735676050186,26.51421546936035,0.07192731648683548
car_00,P,16,1.0,a wrecked car after an accident,100,10,10,1,385.7,10145.5,4.54,391.3333333333333,20.666666666666668,11.666666666666666,0.7982255882327348,16.0,15.666666666666666,0.017564138397574425,5.203563690185547,0.1214996874332428,5.082064151763916,0.3785003125667572,35.37361526489258,0.11011187732219696,35.37361526489258,0.11011187732219696,0.9806195497512817,0.05149580538272858,jpeg,75,heldout,0.0,23.261688232421875,0.8470745086669922,0.86155104637146,0.16924557089805603,0.08566319942474365,3.607388867230174,3.4276687267537254,0.21795710921287537,0.04843774065375328,0.22259025275707245,0.05032045394182205,29.092243194580078,0.4784314036369324,0.9627518057823181,0.12442833185195923,0.03633981943130493,0.1362108737230301,24.49603843688965,0.03303469717502594
