image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,P,16,a wrecked car after an accident,60,60,,10,10,1,140.2,rotate,0,0.0,,,10313.8,2.05,413.3333333333333,32.333333333333336,14.0,16.0,16.0,0.022045135498046875,0.980697512626648,0.6667971014976501,0.3139004111289978,0.33320289850234985,33.28611755371094,0.24443110823631287,33.28611755371094,0.24443110823631287,0.974357008934021,0.05313900485634804
car_01,P,16,a wrecked car after an accident,60,60,,10,10,1,140.5,rotate,0,0.0,,,10319.8,1.18,286.3333333333333,16.0,13.0,16.0,16.0,0.0043423972092568874,0.694496214389801,0.6062146425247192,0.0882815569639206,0.39378538727760315,34.12549591064453,0.4227447509765625,34.12549591064453,0.4227447509765625,0.9834898710250854,0.050882816314697266
