image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57211,0.91195,23.889,0.26411,0.11817,0.59237,0.49579,10.258,0.15315,0.32661,0.4708,0.06391,0.79378,0.76463,True,0.837,388.4
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52911,0.84918,24.412,0.28202,0.11147,0.63133,0.2546,7.169,0.02106,0.43853,0.43634,0.06017,0.69863,0.84042,False,0.837,370.7
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48529,0.95328,23.636,0.36358,0.06945,0.77383,0.13767,6.602,0.03895,0.67132,0.40128,0.0658,0.71171,0.63932,True,0.837,370.9
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61501,0.79396,25.747,0.08948,0.21413,0.64801,0.39266,10.507,0.07196,0.38908,0.35392,0.0516,0.77756,0.71786,True,0.837,371.4
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60129,0.89652,24.35,0.24632,0.13468,0.73989,0.19316,6.507,0.3151,0.78003,0.39757,0.0606,0.54462,0.48242,True,0.837,372.2
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64405,0.91629,24.12,0.26794,0.09043,0.88492,0.28951,10.336,0.16002,0.39067,0.3856,0.06223,0.54476,0.56882,True,0.837,373.3
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.60192,0.91993,24.291,0.2734,0.12313,0.7271,0.23876,8.07,0.04391,0.38291,0.41229,0.06102,0.73286,0.70956,True,0.837,371.9
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45138,0.89648,24.379,0.2699,0.09152,0.66297,0.50526,12.439,0.01098,0.40511,0.40009,0.0604,0.87538,0.90676,False,0.837,371.4
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49072,0.93901,23.936,0.33384,0.07014,0.64513,0.24201,9.361,0.05374,0.27816,0.40179,0.06356,0.67799,0.62467,True,0.837,373.7
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5392,0.88163,24.473,0.26761,0.09482,0.7614,0.22074,10.125,0.06545,0.39403,0.44184,0.05975,0.38028,0.51722,True,0.837,371.4
