image_id,condition,seed,strength,source,prompt,fid_lpips,fid_psnr,fid_linf,siglip_ctrl,siglip_def,clip_ctrl,clip_def,effect_siglip,effect_clip,siglip_orig,edit_lpips
bird_03,N1,0,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.02795908786356449,0.028953494504094124,0.1991754025220871,0.21154555678367615,-0.0009944066405296326,-0.01237015426158905,0.004797370173037052,0.2211628556251526
bird_03,N1,1,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.02271261438727379,0.08229117840528488,0.19018402695655823,0.2530907988548279,-0.05957856401801109,-0.06290677189826965,0.004797370173037052,0.20654284954071045
bird_03,N1,2,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.028263065963983536,0.0367879755795002,0.2096571922302246,0.23320558667182922,-0.008524909615516663,-0.023548394441604614,0.004797370173037052,0.21843302249908447
bird_03,N1,3,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.018540136516094208,0.03456954285502434,0.18697330355644226,0.20994387567043304,-0.01602940633893013,-0.022970572113990784,0.004797370173037052,0.25285130739212036
bird_03,N1,4,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.024851176887750626,0.02778293937444687,0.21251069009304047,0.20731264352798462,-0.0029317624866962433,0.005198046565055847,0.004797370173037052,0.2188744693994522
bird_03,N1,5,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.015825310721993446,0.020240802317857742,0.19648456573486328,0.1889885663986206,-0.004415491595864296,0.007495999336242676,0.004797370173037052,0.2013908475637436
bird_03,N1,6,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.022199803963303566,0.018101759254932404,0.19660936295986176,0.1876804381608963,0.004098044708371162,0.008928924798965454,0.004797370173037052,0.22584041953086853
bird_03,N1,7,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.016007574275135994,0.009961359202861786,0.2189236432313919,0.2155519425868988,0.006046215072274208,0.003371700644493103,0.004797370173037052,0.2082729935646057
bird_03,N1,8,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,0.030432933941483498,0.046251263469457626,0.18875938653945923,0.20504985749721527,-0.01581832952797413,-0.016290470957756042,0.004797370173037052,0.23575860261917114
bird_03,N1,9,0.3,0.2,a butterfly,0.20032505691051483,24.79092788696289,0.9176470637321472,-0.001857261173427105,0.017237644642591476,0.18402095139026642,0.18889395892620087,-0.01909490581601858,-0.004873007535934448,0.004797370173037052,0.21661525964736938
bird_03,N2,0,0.3,0.2,a butterfly,0.1976807713508606,25.373207092285156,0.8705882430076599,0.02795908786356449,0.023840684443712234,0.1991754025220871,0.1939050257205963,0.004118403419852257,0.005270376801490784,0.004797370173037052,0.22159068286418915
bird_03,N2,1,0.3,0.2,a butterfly,0.1976807713508606,25.373207092285156,0.8705882430076599,0.02271261438727379,0.05275329574942589,0.19018402695655823,0.1878870576620102,-0.0300406813621521,0.0022969692945480347,0.004797370173037052,0.20059584081172943
bird_03,N2,2,0.3,0.2,a butterfly,0.1976807713508606,25.373207092285156,0.8705882430076599,0.028263065963983536,0.009243915788829327,0.2096571922302246,0.17904922366142273,0.01901915017515421,0.03060796856880188,0.004797370173037052,0.21488985419273376
bird_03,N2,3,0.3,0.2,a butterfly,0.1976807713508606,25.373207092285156,0.8705882430076599,0.018540136516094208,0.02956404723227024,0.18697330355644226,0.18944720923900604,-0.011023910716176033,-0.0024739056825637817,0.004797370173037052,0.22662882506847382
