[env] 載入 SDWrapper(CompVis/stable-diffusion-v1-4) dtype=torch.float32
Loading pipeline components...:   0%|          | 0/6 [00:00<?, ?it/s]Loading pipeline components...:  67%|██████▋   | 4/6 [00:00<00:00, 21.98it/s]
Loading weights:   0%|          | 0/196 [00:00<?, ?it/s][ALoading weights: 100%|██████████| 196/196 [00:00<00:00, 3571.47it/s]
Loading pipeline components...: 100%|██████████| 6/6 [00:00<00:00, 16.10it/s]
There are modules in UNet2DConditionModel that should be kept in float32: []. Casting directly with `to()` can lead to inconsistent results; set `torch_dtype` in `from_pretrained()` instead to keep these modules in float32.
There are modules in AutoencoderKL that should be kept in float32: []. Casting directly with `to()` can lead to inconsistent results; set `torch_dtype` in `from_pretrained()` instead to keep these modules in float32.
/nfs/home/nelson0314/venvs/wacv/lib/python3.11/site-packages/torchvision/models/_utils.py:207: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/nfs/home/nelson0314/venvs/wacv/lib/python3.11/site-packages/torchvision/models/_utils.py:222: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG16_Weights.IMAGENET1K_V1`. You can also use `weights=VGG16_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
[env] 影像 1 張：['bird_03']
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/398 [00:00<?, ?it/s]Loading weights: 100%|██████████| 398/398 [00:00<00:00, 13307.71it/s]
[transformers] Model config: bos_token_id must be `None` or an integer within the vocabulary (between 0 and 31999), got 49406. This may result in unexpected behavior.
[transformers] Model config: eos_token_id must be `None` or an integer within the vocabulary (between 0 and 31999), got 49407. This may result in unexpected behavior.
Loading weights:   0%|          | 0/408 [00:00<?, ?it/s]Loading weights:  76%|███████▋  | 312/408 [00:00<00:00, 3093.58it/s]Loading weights: 100%|██████████| 408/408 [00:00<00:00, 3118.30it/s]
  st=0.20 N1             bird_03 seed0  effect=-0.0016  lpips(def,orig)=0.0526
  st=0.20 N1             bird_03 seed1  effect=-0.0011  lpips(def,orig)=0.0526
  st=0.20 N1             bird_03 seed2  effect=-0.0036  lpips(def,orig)=0.0526
  st=0.20 N1             bird_03 seed3  effect=+0.0005  lpips(def,orig)=0.0526
  st=0.20 N1             bird_03 seed4  effect=+0.0033  lpips(def,orig)=0.0526
  st=0.20 N2             bird_03 seed0  effect=-0.0008  lpips(def,orig)=0.0666
  st=0.20 N2             bird_03 seed1  effect=+0.0057  lpips(def,orig)=0.0666
  st=0.20 N2             bird_03 seed2  effect=-0.0026  lpips(def,orig)=0.0666
  st=0.20 N2             bird_03 seed3  effect=+0.0003  lpips(def,orig)=0.0666
  st=0.20 N2             bird_03 seed4  effect=+0.0056  lpips(def,orig)=0.0666
  st=0.20 N3             bird_03 seed0  effect=+0.0013  lpips(def,orig)=0.1348
  st=0.20 N3             bird_03 seed1  effect=+0.0035  lpips(def,orig)=0.1348
  st=0.20 N3             bird_03 seed2  effect=+0.0001  lpips(def,orig)=0.1348
  st=0.20 N3             bird_03 seed3  effect=+0.0003  lpips(def,orig)=0.1348
  st=0.20 N3             bird_03 seed4  effect=-0.0021  lpips(def,orig)=0.1348
  st=0.20 photoguard_c   bird_03 seed0  effect=-0.0057  lpips(def,orig)=0.4015
  st=0.20 photoguard_c   bird_03 seed1  effect=-0.0128  lpips(def,orig)=0.4015
  st=0.20 photoguard_c   bird_03 seed2  effect=-0.0073  lpips(def,orig)=0.4015
  st=0.20 photoguard_c   bird_03 seed3  effect=-0.0095  lpips(def,orig)=0.4015
  st=0.20 photoguard_c   bird_03 seed4  effect=+0.0118  lpips(def,orig)=0.4015
  st=0.20 mist           bird_03 seed0  effect=-0.0260  lpips(def,orig)=0.6212
  st=0.20 mist           bird_03 seed1  effect=-0.0161  lpips(def,orig)=0.6212
  st=0.20 mist           bird_03 seed2  effect=-0.0226  lpips(def,orig)=0.6212
  st=0.20 mist           bird_03 seed3  effect=-0.0063  lpips(def,orig)=0.6212
