image,condition,prompt_index,prompt,block,r_min,quantile,target_image,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
bird_03,add,1,a bird on a flooded street,32,0.12,0.5,data/targets/gray.png,human,human,0.01471,False,0.00471,25.6,0.2232,0.9973,0.0147,48.0898,0.9972,5.606,0.7215,0.4453,0.2462,0.273,-0.0268,0.0816,0.1071,-0.0255,,
bird_03,phase_rand,1,a bird on a flooded street,32,0.12,0.5,data/targets/gray.png,human,human,0.03882,False,1.3,11.1,0.0674,0.9683,0.0388,35.6812,0.9966,5.5208,0.7122,0.0794,0.2462,0.2479,-0.0017,0.0816,0.0834,-0.0018,0.01373,0.4617
cat_00,phase,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.03998,False,1.3,25.7,0.2724,0.9207,0.04,23.8134,0.9887,5.0935,0.7199,0.5481,0.3263,0.3554,-0.029,0.1431,0.1529,-0.0098,0.05459,0.5538
cat_00,add,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.00508,False,0.00471,25.5,0.0372,0.9991,0.0051,47.5871,0.9985,4.8492,0.7208,0.3777,0.3263,0.357,-0.0306,0.1431,0.1441,-0.001,,
cat_00,phase_rand,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.04685,False,1.3,10.9,0.1076,0.9309,0.0469,24.6905,0.9876,5.0342,0.717,0.3841,0.3263,0.3519,-0.0256,0.1431,0.1382,0.0049,0.0525,0.5538
cat_01,phase,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.03866,False,1.3,25.9,0.165,0.9683,0.0387,33.2643,0.9901,5.594,0.7129,0.4351,0.3092,0.3161,-0.0069,0.1406,0.1301,0.0105,0.01737,0.4877
cat_01,add,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.00238,False,0.00471,25.7,0.1876,0.9983,0.0024,47.3665,0.9965,5.5351,0.7078,0.3659,0.3092,0.3117,-0.0025,0.1406,0.128,0.0126,,
cat_01,phase_rand,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.03947,False,1.3,11.1,0.0734,0.9711,0.0395,33.6688,0.9921,5.1042,0.7182,0.179,0.3092,0.2818,0.0273,0.1406,0.1205,0.0202,0.01652,0.4877
cat_02,phase,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.03861,False,1.3,25.8,0.3327,0.9555,0.0386,32.0801,0.9968,4.4708,0.6584,0.6736,0.3417,0.285,0.0567,0.1209,0.1374,-0.0165,0.02233,0.5549
cat_02,add,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.00593,False,0.00471,25.5,0.0608,0.999,0.0059,47.4963,0.9988,4.5033,0.6385,0.3318,0.3417,0.3144,0.0273,0.1209,0.1366,-0.0157,,
cat_02,phase_rand,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.04657,False,1.3,10.9,0.0645,0.969,0.0466,33.9322,0.9969,4.308,0.5757,0.2105,0.3417,0.3226,0.019,0.1209,0.1206,0.0003,0.01881,0.5549
cat_03,phase,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.05626,False,1.3,25.7,0.3247,0.9022,0.0563,23.8209,0.9938,5.1508,0.687,0.6782,0.2825,0.3343,-0.0519,0.1268,0.1612,-0.0345,0.06513,0.6238
cat_03,add,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.00418,False,0.00471,25.5,0.0236,0.9993,0.0042,47.463,0.9991,5.1913,0.6771,0.2787,0.2825,0.3188,-0.0363,0.1268,0.1694,-0.0426,,
cat_03,phase_rand,1,a cat on a snowy roof,32,0.12,0.5,data/targets/gray.png,human,human,0.07045,False,1.3,10.9,0.1273,0.9232,0.0704,24.918,0.9927,5.12,0.6893,0.4202,0.2825,0.2961,-0.0136,0.1268,0.1647,-0.0379,0.0631,0.6238
dog_00,phase,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.03736,False,1.3,25.8,0.2889,0.9542,0.0374,32.8131,0.9972,4.6563,0.6914,0.5604,0.2345,0.2505,-0.016,0.0563,0.0651,-0.0088,0.02033,0.5002
dog_00,add,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.00383,False,0.00471,25.6,0.1819,0.9979,0.0038,47.6057,0.9993,4.7324,0.6878,0.5285,0.2345,0.2495,-0.015,0.0563,0.0625,-0.0062,,
dog_00,phase_rand,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.02595,False,1.3,11.1,0.0628,0.9632,0.0259,33.7548,0.9973,4.5761,0.6876,0.1065,0.2345,0.2339,0.0006,0.0563,0.0578,-0.0015,0.01985,0.5002
dog_01,phase,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.02744,False,1.3,25.7,0.2044,0.9689,0.0274,34.8346,0.9974,5.3851,0.6295,0.505,0.2704,0.2718,-0.0014,0.0843,0.0917,-0.0074,0.01823,0.4066
dog_01,add,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.00479,False,0.00471,25.6,0.2118,0.9975,0.0048,47.5879,0.9918,5.6994,0.6336,0.2093,0.2704,0.2708,-0.0003,0.0843,0.0867,-0.0025,,
dog_01,phase_rand,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.02435,False,1.3,11.0,0.0471,0.9769,0.0243,35.9586,0.9973,5.5986,0.5932,0.0616,0.2704,0.2708,-0.0004,0.0843,0.0844,-0.0001,0.01696,0.4066
dog_02,phase,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.03546,False,1.3,25.7,0.2247,0.914,0.0355,24.7061,0.9945,5.1076,0.7133,0.5112,0.255,0.2648,-0.0098,0.0673,0.0885,-0.0212,0.05225,0.6177
dog_02,add,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.00307,False,0.00471,25.5,0.0285,0.9994,0.0031,47.3323,0.9998,5.1664,0.6753,0.1064,0.255,0.2652,-0.0102,0.0673,0.0762,-0.0089,,
dog_02,phase_rand,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.05919,False,1.3,11.0,0.109,0.9328,0.0592,25.9152,0.9955,5.0666,0.6796,0.2425,0.255,0.2633,-0.0083,0.0673,0.0715,-0.0042,0.04605,0.6177
dog_03,phase,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.03596,False,1.3,25.7,0.2395,0.9468,0.036,29.9742,0.9913,5.0419,0.6695,0.5421,0.2516,0.2479,0.0037,0.0808,0.0689,0.012,0.02389,0.4764
dog_03,add,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.00207,False,0.00471,25.6,0.1393,0.9985,0.0021,47.5901,0.9992,5.3452,0.6741,0.3513,0.2516,0.26,-0.0084,0.0808,0.0729,0.0079,,
dog_03,phase_rand,1,a dog in the park,32,0.12,0.5,data/targets/gray.png,human,human,0.0344,False,1.3,11.0,0.0805,0.9539,0.0344,30.6334,0.9907,4.9242,0.6268,0.2143,0.2516,0.2599,-0.0083,0.0808,0.073,0.0078,0.02357,0.4764
horse_00,phase,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.05059,False,1.3,25.7,0.2394,0.9529,0.0506,33.764,0.9918,5.9106,0.6797,0.4957,0.2819,0.2791,0.0028,0.1129,0.0831,0.0298,0.01726,0.4655
horse_00,add,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.01084,False,0.00471,25.5,0.1871,0.997,0.0108,48.1414,0.9929,5.9484,0.6883,0.2255,0.2819,0.2623,0.0196,0.1129,0.069,0.044,,
horse_00,phase_rand,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.06196,False,1.3,10.9,0.0555,0.9592,0.062,34.7192,0.9926,5.8072,0.6613,0.069,0.2819,0.2786,0.0033,0.1129,0.1058,0.0071,0.01742,0.4655
horse_01,phase,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.07732,False,1.3,25.7,0.3566,0.9117,0.0773,24.84,0.9852,4.8872,0.7046,0.6533,0.2725,0.2747,-0.0022,0.0783,0.0875,-0.0093,0.04924,0.6331
horse_01,add,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.00729,False,0.00471,25.5,0.0362,0.9987,0.0073,47.6892,0.9922,4.9235,0.689,0.231,0.2725,0.2986,-0.0261,0.0783,0.1081,-0.0298,,
horse_01,phase_rand,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.08897,False,1.3,11.0,0.1244,0.9293,0.089,25.7501,0.983,5.0141,0.704,0.3142,0.2725,0.2878,-0.0153,0.0783,0.0838,-0.0055,0.04767,0.6331
horse_02,phase,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.05361,False,1.3,25.8,0.3528,0.9136,0.0536,27.0375,0.99,6.1433,0.7129,0.571,0.3257,0.2858,0.0399,0.1185,0.1135,0.005,0.05157,0.5906
horse_02,add,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.00261,False,0.00471,25.5,0.0484,0.999,0.0026,47.6984,0.9988,6.0747,0.6955,0.1531,0.3257,0.2869,0.0389,0.1185,0.1159,0.0026,,
horse_02,phase_rand,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.06853,False,1.3,11.0,0.0943,0.9301,0.0685,28.22,0.9922,6.1033,0.7196,0.1514,0.3257,0.3231,0.0026,0.1185,0.1233,-0.0049,0.05019,0.5906
horse_03,phase,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.04478,False,1.3,25.8,0.2595,0.9473,0.0448,30.8272,0.9976,5.0148,0.7216,0.5008,0.2453,0.2733,-0.028,0.0587,0.0989,-0.0401,0.02392,0.4573
horse_03,add,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.00385,False,0.00471,25.6,0.1221,0.9978,0.0039,47.9118,0.9985,5.0747,0.7044,0.2474,0.2453,0.2569,-0.0115,0.0587,0.0561,0.0026,,
horse_03,phase_rand,1,a horse and a cow,32,0.12,0.5,data/targets/gray.png,human,human,0.0489,False,1.3,11.1,0.0877,0.9521,0.0489,31.2333,0.9979,4.9173,0.7215,0.1434,0.2453,0.2453,0.0001,0.0587,0.0463,0.0124,0.02476,0.4573
man_00,phase,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.02869,False,1.3,25.8,0.1091,0.9887,0.0287,39.5853,0.9989,4.484,0.6714,0.4663,0.2057,0.2955,-0.0898,0.0196,0.1274,-0.1078,0.00718,0.279
man_00,add,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.01187,False,0.00471,25.6,0.2143,0.9966,0.0119,48.5163,0.9929,4.6509,0.6721,0.4774,0.2057,0.2866,-0.081,0.0196,0.1072,-0.0876,,
man_00,phase_rand,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.03708,False,1.3,11.1,0.0486,0.9872,0.0371,39.5862,0.9985,4.3788,0.6303,0.1502,0.2057,0.2005,0.0052,0.0196,0.0636,-0.0441,0.00718,0.279
man_01,phase,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.06296,False,1.3,25.8,0.2774,0.9263,0.063,25.735,0.9895,5.1078,0.6702,0.5765,0.2316,0.3334,-0.1019,0.1315,0.1412,-0.0097,0.05947,0.5691
man_01,add,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.00357,False,0.00471,25.6,0.0457,0.999,0.0036,47.7639,0.9979,5.0394,0.6497,0.2589,0.2316,0.2546,-0.023,0.1315,0.1435,-0.0121,,
man_01,phase_rand,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.06958,False,1.3,11.0,0.1235,0.9349,0.0696,26.476,0.9916,4.8015,0.6341,0.2395,0.2316,0.2513,-0.0197,0.1315,0.1289,0.0025,0.05879,0.5691
man_02,phase,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.04692,False,1.3,25.8,0.2059,0.9276,0.0469,23.0983,0.9934,5.2326,0.6747,0.5488,0.1935,0.2631,-0.0697,0.0112,0.1062,-0.095,0.05255,0.468
man_02,add,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.00447,False,0.00471,25.6,0.0812,0.9981,0.0045,48.1314,0.9973,5.0807,0.6677,0.2947,0.1935,0.259,-0.0655,0.0112,0.102,-0.0908,,
man_02,phase_rand,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.06586,False,1.3,11.0,0.0988,0.9346,0.0659,24.0211,0.9941,5.0713,0.6885,0.1643,0.1935,0.2021,-0.0086,0.0112,0.0297,-0.0185,0.05336,0.468
man_03,phase,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.04516,False,1.3,25.8,0.3765,0.9062,0.0452,26.6442,0.9954,5.5252,0.7025,0.5275,0.2383,0.2934,-0.0551,0.1032,0.1254,-0.0222,0.04123,0.6829
man_03,add,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.00333,False,0.00471,25.5,0.0475,0.9991,0.0033,47.1778,0.9998,5.6896,0.6934,0.1509,0.2383,0.2499,-0.0116,0.1032,0.1085,-0.0053,,
man_03,phase_rand,1,a man in a snowy street,32,0.12,0.5,data/targets/gray.png,human,human,0.04043,False,1.3,10.9,0.103,0.9292,0.0404,28.2519,0.9956,5.5839,0.6724,0.2546,0.2383,0.2458,-0.0075,0.1032,0.0977,0.0055,0.0376,0.6829
woman_00,phase,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.05953,False,1.3,25.8,0.21,0.9496,0.0595,29.3551,0.9924,4.617,0.5653,0.5306,0.2554,0.3225,-0.0671,0.0623,0.1192,-0.0569,0.03477,0.4544
woman_00,add,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.0091,False,0.00471,25.6,0.2055,0.9969,0.0091,47.529,0.9983,4.8253,0.4971,0.5224,0.2554,0.3045,-0.0491,0.0623,0.0856,-0.0233,,
woman_00,phase_rand,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.07536,False,1.3,11.1,0.0996,0.9528,0.0754,29.7389,0.9929,4.4378,0.5065,0.1148,0.2554,0.2621,-0.0067,0.0623,0.0674,-0.0051,0.03511,0.4544
woman_01,phase,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.04036,False,1.3,25.8,0.1268,0.9842,0.0404,39.4576,0.9974,3.5437,0.3331,0.1645,0.2116,0.2217,-0.0102,0.006,0.0067,-0.0007,0.00657,0.3817
woman_01,add,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.01029,False,0.00471,25.7,0.3023,0.9968,0.0103,47.8915,0.9986,3.5792,0.3252,0.3728,0.2116,0.2305,-0.0189,0.006,-0.0022,0.0082,,
woman_01,phase_rand,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.02793,False,1.3,11.1,0.0552,0.9845,0.0279,39.5172,0.9985,3.5182,0.3506,0.0279,0.2116,0.2118,-0.0002,0.006,0.0078,-0.0018,0.00657,0.3817
woman_02,phase,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.03669,False,1.3,25.8,0.207,0.969,0.0367,33.4865,0.9972,4.0984,0.6676,0.4517,0.2213,0.2515,-0.0303,0.0007,0.031,-0.0303,0.01605,0.4311
woman_02,add,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.00349,False,0.00471,25.6,0.2282,0.9971,0.0035,47.9007,0.9988,4.2101,0.6773,0.4431,0.2213,0.2451,-0.0239,0.0007,0.0281,-0.0275,,
woman_02,phase_rand,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.04061,False,1.3,11.1,0.0597,0.9708,0.0406,33.5188,0.9956,4.0943,0.6575,0.1008,0.2213,0.2176,0.0037,0.0007,-0.0053,0.006,0.01529,0.4311
woman_03,phase,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.04332,False,1.3,25.8,0.1256,0.9737,0.0433,35.8617,0.9887,4.7993,0.6802,0.3816,0.2455,0.2579,-0.0123,0.0484,0.0758,-0.0275,0.01164,0.5233
woman_03,add,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.00497,False,0.00471,25.6,0.1713,0.9965,0.005,48.76,0.9987,5.0761,0.695,0.334,0.2455,0.26,-0.0145,0.0484,0.0715,-0.0232,,
woman_03,phase_rand,1,a woman in a burning room,32,0.12,0.5,data/targets/gray.png,human,human,0.06491,False,1.3,11.0,0.065,0.9748,0.0649,35.8861,0.991,4.4636,0.6774,0.0638,0.2455,0.243,0.0025,0.0484,0.0481,0.0003,0.01272,0.5233
