image,site,eval_seed,edit_psnr,edit_linf,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,edit_dists,edit_acutance_ratio,edit_rms,edit_frac_gt_16_255,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b
horse_00,PF,20270804,22.000179290771484,0.6040447354316711,0.662775456905365,0.2202557921409607,0.828586995601654,0.3453020453453064,0.14771783351898193,1.2157620191574097,0.07943113148212433,0.3089141845703125,3.8179862920023786,3.961034760001401,0.22881174087524414,0.11351151764392853,0.24503052234649658,0.07978817820549011
horse_00,PF,20270805,19.856313705444336,0.8516935110092163,0.6132917404174805,0.18759280443191528,0.7934463024139404,0.35401982069015503,0.15630507469177246,0.9315905570983887,0.10166798532009125,0.4022471308708191,4.3626541022760605,3.6767655943359734,0.24592804908752441,0.10959085077047348,0.22581419348716736,0.08159545809030533
