image,site,prompt,content,tau_lpips,steps_done,n_seeds,pert_lpips,pert_linf,pert_psnr,attn_div_first,attn_div_last,grad_norm_first,dsiglip_mean,dsiglip_sd,dniqe_mean,dniqe_sd,semantic_fail,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,train_seconds,peak_mb
horse_00,PF,a zebra,horse,0.55,2,2,0.13850295543670654,0.008000016212463379,41.970054626464844,0.9846982955932617,0.9865497350692749,0.05113353580236435,-0.030859366059303284,0.002863973379135132,-0.27142001997053233,0.4144684879695548,True,20.92824649810791,0.6380335986614227,0.203924298286438,0.8110166490077972,0.3496609330177307,134.7,6211.4
