condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
photoguard_c,bird_03,0.35,0.35331690311431885,0.875,3.611524012412374,42.05402374267578,0.23253831267356873,0.9873947501182556,0.7482426166534424,0.995607316493988,0.35331690311431885,0.030138671398162842,0.9917084574699402,0.007893400266766548,0.000701904296875
