image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_obj_add_692065,dct_shield,native,identity,0.38769,0.00335,0.38769,0.00335,1.0,0.8,True,885.9
task_obj_add_692065,dct_shield,native,blur1,0.13178,0.00037,0.38769,0.00335,0.3399,0.8,True,885.9
task_obj_add_692065,dct_shield,native,jpeg75,0.07116,0.00032,0.38769,0.00335,0.18356,0.8,True,885.9
task_obj_add_692065,dct_shield,native,crop_resize0.1,0.58984,0.00494,0.38769,0.00335,1.52141,0.8,True,885.9
task_env_weather_133752,dct_shield,native,identity,0.70416,0.05413,0.70416,0.05413,1.0,0.8,True,885.8
task_env_weather_133752,dct_shield,native,blur1,0.2838,0.00532,0.70416,0.05413,0.40303,0.8,True,885.8
task_env_weather_133752,dct_shield,native,jpeg75,0.13366,0.00237,0.70416,0.05413,0.18982,0.8,True,885.8
task_env_weather_133752,dct_shield,native,crop_resize0.1,0.64672,0.01287,0.70416,0.05413,0.91843,0.8,True,885.8
task_obj_swap_joint_mask_75733,dct_shield,native,identity,0.65586,0.02519,0.65586,0.02519,1.0,0.8,True,885.8
task_obj_swap_joint_mask_75733,dct_shield,native,blur1,0.29112,0.01222,0.65586,0.02519,0.44387,0.8,True,885.8
task_obj_swap_joint_mask_75733,dct_shield,native,jpeg75,0.22474,0.02632,0.65586,0.02519,0.34267,0.8,True,885.8
task_obj_swap_joint_mask_75733,dct_shield,native,crop_resize0.1,0.55161,0.00679,0.65586,0.02519,0.84104,0.8,True,885.8
