image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_obj_remove_657585,dct_shield,native,identity,0.79405,0.04751,0.79405,0.04751,1.0,0.8,True,846.8
task_obj_remove_657585,dct_shield,native,blur1,0.3229,0.04594,0.79405,0.04751,0.40665,0.8,True,846.8
task_obj_remove_657585,dct_shield,native,jpeg75,0.17238,0.02315,0.79405,0.04751,0.21709,0.8,True,846.8
task_obj_remove_657585,dct_shield,native,crop_resize0.1,0.72417,0.01404,0.79405,0.04751,0.91199,0.8,True,846.8
task_obj_add_340466,dct_shield,native,identity,0.76122,0.04732,0.76122,0.04732,1.0,0.8,True,846.4
task_obj_add_340466,dct_shield,native,blur1,0.31588,0.01961,0.76122,0.04732,0.41497,0.8,True,846.4
task_obj_add_340466,dct_shield,native,jpeg75,0.1802,0.03284,0.76122,0.04732,0.23672,0.8,True,846.4
task_obj_add_340466,dct_shield,native,crop_resize0.1,0.70869,0.02446,0.76122,0.04732,0.93099,0.8,True,846.4
task_attr_mod_color_32648,dct_shield,native,identity,0.53897,0.05777,0.53897,0.05777,1.0,0.8,True,846.1
task_attr_mod_color_32648,dct_shield,native,blur1,0.31832,0.02782,0.53897,0.05777,0.5906,0.8,True,846.1
task_attr_mod_color_32648,dct_shield,native,jpeg75,0.1787,0.02446,0.53897,0.05777,0.33156,0.8,True,846.1
task_attr_mod_color_32648,dct_shield,native,crop_resize0.1,0.5432,0.02489,0.53897,0.05777,1.00784,0.8,True,846.1
