image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35294,0.93686,22.848,0.37673,0.12008,0.46395,0.66447,15.647,0.22607,0.26038,0.97647,0.07204,0.84128,0.84003,False,0.837,412.4
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42101,0.90386,22.608,0.29865,0.20024,0.55933,0.41417,9.855,0.1817,0.34343,0.96078,0.07406,0.7716,0.835,True,0.837,403.7
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47915,0.8607,18.386,0.2549,0.23324,0.76246,0.14678,7.388,0.14954,0.46273,0.91236,0.12042,0.72213,0.76597,True,0.837,403.5
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46418,0.94471,29.272,0.25484,0.13094,0.36967,0.69452,15.376,0.49393,0.24784,0.99608,0.03439,0.89958,0.92357,False,0.837,403.6
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37397,0.93408,24.898,0.40697,0.16013,0.5243,0.53189,10.893,0.34421,0.30765,0.98824,0.0569,0.83143,0.83014,True,0.837,403.7
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49687,0.9197,26.764,0.38328,0.10695,0.80758,0.40418,10.963,0.15395,0.34159,0.93333,0.0459,0.56214,0.57566,True,0.837,403.6
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45017,0.83483,17.885,0.22944,0.18705,0.62538,0.2308,13.675,0.12022,0.37116,0.96181,0.12757,0.88161,0.85578,False,0.837,403.0
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42747,0.91962,22.092,0.30098,0.12304,0.50721,0.5685,15.703,0.2014,0.31243,0.85098,0.07859,0.84151,0.80297,True,0.837,402.3
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50484,0.88093,22.149,0.29343,0.20406,0.67022,0.34651,13.574,0.2405,0.44349,0.72549,0.07808,0.76549,0.66976,True,0.837,401.8
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,4.6,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.0,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41479,0.92635,23.506,0.4241,0.13562,0.6969,0.29753,8.034,0.09493,0.35527,0.95654,0.06678,0.74296,0.70374,True,0.837,401.2
