image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22554,0.91337,22.666,0.3928,0.11574,0.27446,0.72214,18.864,0.31341,0.20297,1.0,0.07357,37.0
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31119,0.87248,22.469,0.31506,0.17551,0.34951,0.65606,19.676,0.23631,0.24516,0.98824,0.07525,37.3
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3234,0.83696,19.173,0.30284,0.20168,0.42865,0.46899,14.996,0.24699,0.30085,0.98824,0.10999,37.6
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39414,0.93434,28.317,0.24147,0.13998,0.32613,0.73036,18.352,0.56599,0.22966,0.99608,0.03838,37.6
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23623,0.91951,26.338,0.43068,0.14184,0.42099,0.59312,11.068,0.37456,0.27042,0.89553,0.04821,37.6
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39986,0.89772,23.678,0.42188,0.09776,0.40213,0.60785,18.356,0.23991,0.1998,0.98824,0.06548,37.6
task_env_weather_133752,gain_only,instruct-pix2pix,transform the setting to a rainy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33962,0.91628,26.73,0.43147,0.08716,0.36644,0.77716,20.485,0.26802,0.15913,0.99216,0.04608,37.6
task_env_weather_181583,gain_only,instruct-pix2pix,change the setting to a stormy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38554,0.88393,24.354,0.41609,0.15436,0.68428,0.60431,13.986,0.33986,0.40353,0.92549,0.06057,37.7
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38234,0.80045,17.069,0.27191,0.14837,0.48501,0.40998,15.684,0.12806,0.24995,1.0,0.14013,37.5
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27872,0.89257,22.505,0.3544,0.12137,0.3104,0.71258,19.104,0.22909,0.18261,0.85464,0.07495,37.6
