image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1471,0.95484,27.137,0.54335,0.05286,0.1871,0.8403,21.286,0.39956,0.11564,0.65082,0.04397,37.9
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22278,0.93462,27.543,0.47692,0.10323,0.26156,0.74949,22.017,0.32177,0.17799,0.568,0.04196,38.1
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26153,0.87973,22.459,0.40669,0.13576,0.34824,0.58337,16.373,0.27445,0.25246,0.69433,0.07535,38.2
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20928,0.9867,39.758,0.64224,0.04419,0.23856,0.832,20.638,0.64777,0.18812,0.2492,0.01028,38.1
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.15099,0.95514,30.383,0.58673,0.09688,0.30185,0.70644,12.824,0.45261,0.19504,0.65617,0.03026,38.2
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23588,0.93219,30.172,0.56729,0.04728,0.32844,0.72276,20.615,0.26668,0.13917,0.3772,0.031,38.2
task_env_weather_133752,phase_gain,instruct-pix2pix,transform the setting to a rainy day,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25059,0.95519,31.415,0.57068,0.04808,0.30328,0.81844,20.294,0.30206,0.11887,0.32353,0.02687,38.2
task_env_weather_181583,phase_gain,instruct-pix2pix,change the setting to a stormy day,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26036,0.91319,30.555,0.54022,0.04945,0.66431,0.63839,13.842,0.37258,0.38845,0.26728,0.02967,38.3
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28862,0.85892,20.188,0.39569,0.10221,0.41453,0.51825,16.713,0.1682,0.20839,0.81576,0.09786,38.1
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21859,0.93257,25.29,0.45949,0.07952,0.2602,0.79309,20.657,0.28207,0.13019,0.68682,0.05439,38.2
