image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54547,0.91759,23.749,0.24454,0.13878,0.62033,0.45599,9.657,0.13314,0.34235,0.79164,0.06495,0.73658,0.68626,True,0.837,415.7
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51388,0.88947,24.568,0.26577,0.18193,0.63102,0.25969,7.144,0.02355,0.4128,0.6642,0.0591,0.77708,0.86448,False,0.837,411.1
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53696,0.86741,20.597,0.24395,0.22632,0.78229,0.13621,6.165,0.03317,0.66947,0.65056,0.09336,0.69818,0.63424,True,0.837,412.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57737,0.92447,29.782,0.14185,0.15758,0.61872,0.39652,10.812,0.07827,0.38521,0.6757,0.03243,0.75641,0.74757,True,0.837,413.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55925,0.92167,26.19,0.27317,0.16643,0.73941,0.20272,6.675,0.45958,0.63952,0.8258,0.04903,0.55815,0.49227,True,0.837,414.5
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59075,0.92191,26.658,0.28761,0.09923,0.85651,0.29482,10.236,0.1506,0.37294,0.6008,0.04646,0.54351,0.56747,True,0.837,415.0
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48138,0.8552,19.63,0.24169,0.16727,0.62434,0.30844,13.181,0.07523,0.28946,0.82001,0.10435,0.7953,0.74849,True,0.837,414.9
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54339,0.90854,23.11,0.24493,0.13143,0.68215,0.33317,12.336,0.03266,0.46952,0.68644,0.0699,0.61197,0.6124,True,0.837,414.7
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54114,0.88287,23.471,0.29448,0.18137,0.69944,0.21915,11.725,0.08008,0.36207,0.73187,0.06706,0.51589,0.57891,True,0.837,414.7
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55724,0.92293,24.706,0.30694,0.14696,0.74202,0.23749,7.915,0.04244,0.39428,0.81953,0.05817,0.74319,0.71452,True,0.837,415.1
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51231,0.80297,22.192,0.20429,0.18854,0.68118,0.46951,12.096,0.0117,0.43052,0.95686,0.0777,0.76329,0.81153,True,0.837,415.2
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53944,0.87518,22.139,0.25188,0.16173,0.63862,0.24287,9.325,0.05667,0.28272,0.69966,0.07817,0.65519,0.60565,True,0.837,415.2
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.4,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54651,0.87455,23.771,0.24353,0.13662,0.79701,0.22124,8.735,0.04731,0.54979,0.89804,0.06478,0.38176,0.52715,True,0.837,410.0
