image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.06,100,7.5,1.5,20260812,False,0.19637,0.9794,38.473,0.56848,0.0972,0.19799,0.89323,23.2,0.61323,0.14633,0.25157,0.01192,36.1
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.0,False,0.0,0.06,100,7.5,1.5,20260812,False,0.24621,0.87462,27.161,0.36409,0.1301,0.61549,0.62662,14.465,0.21853,0.36194,0.43317,0.04385,36.2
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.0,False,0.0,0.06,100,7.5,1.5,20260812,False,0.12329,0.94946,28.203,0.5511,0.10008,0.23962,0.82142,17.354,0.41808,0.16106,0.5059,0.03889,36.3
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.0,False,0.0,0.06,100,7.5,1.5,20260812,False,0.26031,0.90326,23.791,0.46324,0.10705,0.42756,0.4251,13.359,0.06941,0.2585,0.68824,0.06463,36.3
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,1.0,False,0.0,0.06,100,7.5,1.5,20260812,False,0.1581,0.94407,32.956,0.58855,0.09943,0.32258,0.7897,20.581,0.51072,0.19487,0.27461,0.0225,36.4
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.0,False,0.0,0.06,100,7.5,1.5,20260812,False,0.32186,0.88302,25.679,0.39968,0.12122,0.57574,0.43323,15.979,0.20675,0.29292,0.78431,0.05201,36.3
