condition,image_id,tau_target,tau_achieved,scale_k,budget_metric,budget_relative,budget_floor,budget_target_abs,budget_achieved_abs,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
apa_tj,horse_00,0.04,0.035732150077819824,0.9375,dists,True,0.039734,0.0797336483001709,0.07546579837799072,4.260661625755226,27.162994384765625,0.5776923298835754,0.8083038330078125,0.25885480642318726,0.9267585873603821,0.14467790722846985,0.07546579837799072,0.8786334991455078,0.04383784160017967,0.12998835742473602
