loss,L_def,L_fid,defense_mode,edit_shift,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,proj_k,proj_metric,proj_floor,proj_iters,step,stage,stage_step,lr,grad_norm
6.4112162590026855,0.05047979578375816,6.36073637008667,targeted_output,0.1540227234363556,0.2236073613166809,0.0636073648929596,0.9995903968811035,0.0,0.602165162563324,25.973386764526367,0.2265300452709198,0.18221403658390045,0.7680112719535828,0.5007084608078003,28.51902198791504,0.4407084584236145,0.0,5.480978012084961,0.65625,0.07959353923797607,0.0397336483001709,6,0,stage2,0,0.001,1.0
0.04998397082090378,0.04998397082090378,0.0,targeted_output,0.1430715024471283,0.0754312127828598,0.0,0.557857871055603,0.0,0.6045974493026733,26.768056869506836,0.1562749594449997,0.0995979830622673,0.7988681793212891,0.42831936478614807,31.07648468017578,0.3683193624019623,0.0,2.9235153198242188,1.0014423076923076,0.0802997350692749,0.0397336483001709,5,1,stage2,1,0.001,0.012982365675270557
0.049854349344968796,0.049854349344968796,0.0,targeted_output,0.14391551911830902,0.0593649297952652,0.0,0.5501562356948853,0.0,0.6020296812057495,26.823951721191406,0.1558046042919159,0.09877447038888931,0.8000011444091797,0.4058673679828644,31.198579788208008,0.3458673655986786,0.0,2.801420211791992,0.9682692307692307,0.07775092124938965,0.0397336483001709,4,2,stage2,2,0.001,0.015322556719183922
0.04977312684059143,0.04977312684059143,0.0,targeted_output,0.14285977184772491,0.05142182111740112,0.0,0.5242314338684082,0.0,0.5999104976654053,26.896068572998047,0.15164893865585327,0.09356620162725449,0.8021053075790405,0.3845127820968628,31.471118927001953,0.324512779712677,0.0,2.528881072998047,1.0346153846153845,0.08110237121582031,0.0397336483001709,2,3,stage2,3,0.001,0.01105513609945774
0.049664776772260666,0.049664776772260666,0.0,targeted_output,0.14314109086990356,0.052724286913871765,0.0,0.5441309213638306,0.0,0.5973411202430725,26.89862060546875,0.15557028353214264,0.0981462150812149,0.8013965487480164,0.3941880464553833,31.340423583984375,0.3341880440711975,0.0,2.659576416015625,0.9682692307692307,0.07874935865402222,0.0397336483001709,4,4,stage2,4,0.001,0.017250927165150642
0.049543168395757675,0.049543168395757675,0.0,targeted_output,0.1405419111251831,0.053230222314596176,0.0,0.5216611623764038,0.0,0.5959081649780273,26.95329475402832,0.15177027881145477,0.09341482818126678,0.8031019568443298,0.387035071849823,31.571426391601562,0.3270350694656372,0.0,2.4285736083984375,1.0014423076923076,0.07921957969665527,0.0397336483001709,5,5,stage2,5,0.001,0.019860291853547096
0.049526557326316833,0.049526557326316833,0.0,targeted_output,0.14182311296463013,0.05756005644798279,0.0,0.5219613313674927,0.0,0.5940759181976318,26.973957061767578,0.15201300382614136,0.09358684718608856,0.803415060043335,0.38678425550460815,31.599105834960938,0.32678425312042236,0.0,2.4008941650390625,1.0014423076923076,0.07961362600326538,0.0397336483001709,5,6,stage2,6,0.001,0.013241860084235668
0.049399521201848984,0.049399521201848984,0.0,targeted_output,0.14443150162696838,0.06278440356254578,0.0,0.5227252244949341,0.0,0.5924004316329956,26.991092681884766,0.15230846405029297,0.09383782744407654,0.8036497831344604,0.38684332370758057,31.617557525634766,0.3268433213233948,0.0,2.3824424743652344,1.0014423076923076,0.08000630140304565,0.0397336483001709,5,7,stage2,7,0.001,0.011369429528713226
0.04925880581140518,0.04925880581140518,0.0,targeted_output,0.1421731412410736,0.06780784577131271,0.0,0.5238540172576904,0.0,0.5907942056655884,27.005516052246094,0.15263405442237854,0.09413657337427139,0.8038389086723328,0.38678884506225586,31.62952423095703,0.32678884267807007,0.0,2.3704757690429688,1.0014423076923076,0.08038365840911865,0.0397336483001709,5,8,stage2,8,0.001,0.011909425258636475
0.04916013404726982,0.04916013404726982,0.0,targeted_output,0.14127761125564575,0.07260388135910034,0.0,0.5253270864486694,0.0,0.5893130302429199,27.017648696899414,0.1529637724161148,0.09445613622665405,0.8039858341217041,0.38671064376831055,31.63608169555664,0.32671064138412476,0.0,2.3639183044433594,0.9682692307692307,0.0780254602432251,0.0397336483001709,4,9,stage2,9,0.001,0.011843603104352951
