image,attack,content,prompt,kappa,steps,strength,guidance_scale,attack_seconds,mask_coverage,step_size,mask_tau,peak_mb,pert_psnr,pert_linf,pert_ssim,pert_vif_p,pert_fsim,pert_lpips,pert_dists,pert_acutance_ratio,pert_rms,pert_frac_gt_16_255,eval_seed,edit_psnr,edit_linf,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,edit_dists,edit_acutance_ratio,edit_rms,edit_frac_gt_16_255,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270803,19.399272918701172,0.6017026305198669,0.7908194065093994,0.5784528851509094,0.8107880353927612,0.44199317693710327,0.3449082374572754,0.05989905819296837,0.10716086626052856,0.6777763366699219,5.665775750020026,10.846391403891984,0.2467244565486908,0.06834092736244202,0.24848413467407227,0.08907806128263474
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270804,19.339181900024414,0.5894229412078857,0.790104866027832,0.512088418006897,0.7994666695594788,0.4826662540435791,0.39524781703948975,0.03395131230354309,0.10790478438138962,0.6758893728256226,5.684076615362769,11.557729136679873,0.24088336527347565,0.06994867324829102,0.22988459467887878,0.09009787440299988
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270805,19.36972999572754,0.6030415296554565,0.7908828258514404,0.491372287273407,0.7959665060043335,0.46969354152679443,0.404215931892395,0.04331124201416969,0.10752598196268082,0.6765353083610535,6.020443401489007,9.926835067586966,0.2232872098684311,0.06870217621326447,0.24291998147964478,0.08771145343780518
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270806,18.732507705688477,0.5833617448806763,0.7879160642623901,0.4738024175167084,0.8045042157173157,0.4694610834121704,0.3843463063240051,0.03569341450929642,0.11571095138788223,0.7110227346420288,5.613098267240979,12.54311857449632,0.23116925358772278,0.06174241006374359,0.22975480556488037,0.08892307430505753
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270807,18.86380386352539,0.5605322122573853,0.7904975414276123,0.490942120552063,0.8057751059532166,0.47530409693717957,0.39005082845687866,0.04518735408782959,0.11397501826286316,0.7118301391601562,5.80546053972181,11.669545447877821,0.23243793845176697,0.06758779287338257,0.23159228265285492,0.08045543730258942
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270808,18.82729721069336,0.6136301755905151,0.7742854952812195,0.5083507895469666,0.7883337140083313,0.4894643723964691,0.43612027168273926,0.030995745211839676,0.11445508897304535,0.7265752553939819,6.290004721723683,12.179820520782329,0.2371000051498413,0.06353681534528732,0.23461587727069855,0.08099180459976196
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270809,18.92816925048828,0.5266286730766296,0.789385199546814,0.48456525802612305,0.8034014701843262,0.4825836718082428,0.4221069812774658,0.03782593086361885,0.11313352733850479,0.6991462707519531,6.91193081776182,11.827881770058726,0.23150789737701416,0.05303173139691353,0.23452262580394745,0.0958087295293808
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270810,19.12318992614746,0.5271636247634888,0.7893697023391724,0.5002241730690002,0.8085405826568604,0.44871169328689575,0.38196849822998047,0.053788673132658005,0.11062171310186386,0.7200648188591003,5.939007822885674,10.714859176922959,0.22759045660495758,0.07181165367364883,0.23499362170696259,0.08998449146747589
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270811,18.903024673461914,0.5945389270782471,0.7881821990013123,0.4764132499694824,0.8069158792495728,0.4642481207847595,0.3604227304458618,0.03504474461078644,0.11346151679754257,0.7139028310775757,5.979798759796324,10.80202536108809,0.18461103737354279,0.0035540242679417133,0.2327442169189453,0.08568000793457031
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270812,19.244415283203125,0.5419436097145081,0.7821006774902344,0.5449620485305786,0.7986643314361572,0.47388866543769836,0.366128146648407,0.05222196504473686,0.10908850282430649,0.7086385488510132,6.37235318916424,10.036091112709013,0.19392447173595428,0.007189303636550903,0.24732109904289246,0.08903111517429352
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270813,18.652790069580078,0.6172685623168945,0.7740690112113953,0.4725978374481201,0.7913421988487244,0.4736320674419403,0.41229432821273804,0.029127616435289383,0.11677780747413635,0.6815032958984375,5.584242327413503,10.972379022312479,0.2202952355146408,0.06630943715572357,0.2446511685848236,0.0845499187707901
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270814,19.0835018157959,0.5404423475265503,0.7839478850364685,0.4511434733867645,0.8069121241569519,0.46415504813194275,0.36979180574417114,0.03728271648287773,0.1111283078789711,0.7032585144042969,5.794516753917611,11.099830916937448,0.221703439950943,0.05764123797416687,0.2324615716934204,0.08613017201423645
man_00,pg_encoder,man,a woman,0.06,100,0.3,7.5,6.9,,0.006,0.5,7413.8,27.688081741333008,0.06000000238418579,0.7604721784591675,0.20982325077056885,0.9073629379272461,0.6551913022994995,0.15447229146957397,1.2761812210083008,0.041266217827796936,0.0,20270815,19.447689056396484,0.641127347946167,0.8193650245666504,0.5220963954925537,0.8326006531715393,0.4298427700996399,0.3007549047470093,0.05919328331947327,0.1065651923418045,0.6576093435287476,6.77657347756314,10.202241794713693,0.22775699198246002,0.05291472747921944,0.22737520933151245,0.08288002014160156
