image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19751,0.92243,24.801,0.44171,0.10573,0.27148,0.78569,20.035,0.31987,0.19195,0.79484,0.05754,38.3
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.27887,0.89754,25.515,0.3946,0.17201,0.35428,0.73108,19.009,0.26465,0.239,0.55455,0.053,38.3
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35018,0.78959,20.215,0.32836,0.22228,0.47526,0.49732,16.013,0.23272,0.30864,0.68788,0.09755,38.5
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2116,0.97932,37.484,0.57043,0.06517,0.21233,0.82223,20.052,0.55825,0.17691,0.37878,0.01336,38.5
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20644,0.92436,27.992,0.49319,0.15123,0.40387,0.64329,11.649,0.36467,0.25647,0.66123,0.03985,38.6
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25352,0.89526,28.324,0.49974,0.07906,0.34592,0.65684,18.85,0.26687,0.15216,0.49469,0.03835,38.6
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29187,0.91767,28.882,0.46546,0.08552,0.34307,0.81237,23.076,0.29771,0.15129,0.46477,0.03597,38.6
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29782,0.85431,28.448,0.45645,0.11291,0.6479,0.61832,13.765,0.38569,0.37415,0.35371,0.03781,38.7
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31235,0.77111,18.273,0.32356,0.16311,0.47177,0.44092,16.183,0.14019,0.25461,0.96863,0.122,38.6
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,2.6,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24569,0.88887,23.34,0.38306,0.13296,0.33604,0.71969,18.709,0.23442,0.21031,0.60511,0.06807,38.6
