condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,mask_gated,gate_open_frac
N2,bird_02,0.35,0.3476872444152832,6.0,6.769346339863223,21.61200714111328,0.803925096988678,0.7154352068901062,0.4555089473724365,0.8785569071769714,0.3476872444152832,0.11558616161346436,1.1344051361083984,0.08306142687797546,0.17465338110923767,4.130638122558594,11.313708305358887,11.313708305358887,14.845479011535645,32,True,0.598876953125
