image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5283,0.93362,25.085,0.27094,0.11298,0.58645,0.48762,10.19,0.13573,0.30261,0.59558,0.05568,0.77212,0.67677,True,0.837,410.9
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4903,0.91818,26.265,0.30351,0.14052,0.63193,0.26584,7.234,0.02503,0.40672,0.50175,0.04861,0.77495,0.85807,False,0.837,401.1
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4996,0.89192,22.069,0.28288,0.18267,0.78274,0.13594,6.179,0.03284,0.67154,0.60558,0.07881,0.70454,0.63494,True,0.837,408.4
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57035,0.92981,31.104,0.15296,0.14642,0.61529,0.39373,10.811,0.07362,0.38281,0.45585,0.02785,0.75483,0.7321,True,0.837,409.4
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54533,0.93401,27.165,0.29195,0.1485,0.75522,0.18282,6.546,0.31267,0.61665,0.53176,0.04383,0.50517,0.50145,True,0.837,409.1
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58527,0.93861,27.388,0.30581,0.07642,0.84573,0.31739,10.18,0.16696,0.35911,0.37559,0.04272,0.54828,0.57883,True,0.837,410.0
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44745,0.89145,21.048,0.2901,0.11451,0.61768,0.26389,13.882,0.12607,0.34917,0.73027,0.08864,0.88754,0.84725,False,0.837,411.2
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5243,0.92947,24.536,0.27361,0.10891,0.67651,0.34598,12.514,0.03797,0.46323,0.51964,0.05932,0.6126,0.6143,True,0.837,411.2
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51298,0.91504,25.031,0.33832,0.11881,0.74969,0.22088,11.669,0.1036,0.38997,0.55205,0.05603,0.63584,0.67793,True,0.837,411.1
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,3.1416,False,0.0,0.12,inf,0,32,8,0.3,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5486,0.94118,26.158,0.32779,0.12257,0.72889,0.24805,8.097,0.0463,0.38932,0.63969,0.04921,0.73402,0.71837,True,0.837,411.3
