image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
person_a_00,add,human,identity,0.38863,0.17407,0.38863,0.17407,1.0,False,138.0
person_a_00,add,human,blur1,0.36074,0.01045,0.38863,0.17407,0.92825,False,138.0
person_a_00,add,human,noise0.05,0.50711,0.08391,0.38863,0.17407,1.30489,False,138.0
person_a_00,add,human,quantize16,0.40394,0.15501,0.38863,0.17407,1.03939,False,138.0
person_a_00,add,human,jpeg75,0.13334,0.08173,0.38863,0.17407,0.3431,False,138.0
person_a_00,add,human,jpeg30,0.22968,0.09018,0.38863,0.17407,0.59099,False,138.0
person_a_00,add,human,crop_resize0.1,0.56579,0.02687,0.38863,0.17407,1.45587,False,138.0
person_a_00,add,human,jpeg_then_resize75,0.31377,0.06798,0.38863,0.17407,0.80738,False,138.0
person_a_00,add,human,adverse_cleaner,0.11872,0.08293,0.38863,0.17407,0.30548,False,138.0
person_a_00,phase,human,identity,0.38383,0.17372,0.38383,0.17372,1.0,False,138.4
person_a_00,phase,human,blur1,0.36554,0.03028,0.38383,0.17372,0.95235,False,138.4
person_a_00,phase,human,noise0.05,0.53499,0.06786,0.38383,0.17372,1.39383,False,138.4
person_a_00,phase,human,quantize16,0.48995,0.23749,0.38383,0.17372,1.27648,False,138.4
person_a_00,phase,human,jpeg75,0.27153,0.14686,0.38383,0.17372,0.70743,False,138.4
person_a_00,phase,human,jpeg30,0.27253,0.1058,0.38383,0.17372,0.71003,False,138.4
person_a_00,phase,human,crop_resize0.1,0.57284,0.00436,0.38383,0.17372,1.49244,False,138.4
person_a_00,phase,human,jpeg_then_resize75,0.35546,0.06484,0.38383,0.17372,0.92609,False,138.4
person_a_00,phase,human,adverse_cleaner,0.38926,0.17477,0.38383,0.17372,1.01415,False,138.4
person_b_00,add,human,identity,0.37052,0.02783,0.37052,0.02783,1.0,True,138.3
person_b_00,add,human,blur1,0.44126,0.05147,0.37052,0.02783,1.1909,True,138.3
person_b_00,add,human,noise0.05,0.52622,0.07202,0.37052,0.02783,1.42021,True,138.3
person_b_00,add,human,quantize16,0.39208,0.1243,0.37052,0.02783,1.05817,True,138.3
person_b_00,add,human,jpeg75,0.31417,0.03803,0.37052,0.02783,0.84792,True,138.3
person_b_00,add,human,jpeg30,0.37127,0.10953,0.37052,0.02783,1.00203,True,138.3
person_b_00,add,human,crop_resize0.1,0.61779,0.07548,0.37052,0.02783,1.66735,True,138.3
person_b_00,add,human,jpeg_then_resize75,0.388,0.08755,0.37052,0.02783,1.04718,True,138.3
person_b_00,add,human,adverse_cleaner,0.40154,0.07189,0.37052,0.02783,1.08371,True,138.3
person_b_00,phase,human,identity,0.41891,0.13748,0.41891,0.13748,1.0,True,138.1
person_b_00,phase,human,blur1,0.44913,0.08681,0.41891,0.13748,1.07215,True,138.1
person_b_00,phase,human,noise0.05,0.54589,0.04748,0.41891,0.13748,1.30313,True,138.1
person_b_00,phase,human,quantize16,0.40925,0.16438,0.41891,0.13748,0.97695,True,138.1
person_b_00,phase,human,jpeg75,0.37975,0.09797,0.41891,0.13748,0.90651,True,138.1
person_b_00,phase,human,jpeg30,0.39787,0.08178,0.41891,0.13748,0.94977,True,138.1
person_b_00,phase,human,crop_resize0.1,0.61252,0.06715,0.41891,0.13748,1.46218,True,138.1
person_b_00,phase,human,jpeg_then_resize75,0.45219,0.10681,0.41891,0.13748,1.07946,True,138.1
person_b_00,phase,human,adverse_cleaner,0.36072,0.06718,0.41891,0.13748,0.8611,True,138.1
