image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
person_c_00,add,human,identity,0.08098,0.02923,0.08098,0.02923,1.0,False,142.0
person_c_00,add,human,blur1,0.17688,0.04897,0.08098,0.02923,2.18432,False,142.0
person_c_00,add,human,noise0.05,0.42597,0.09603,0.08098,0.02923,5.26042,False,142.0
person_c_00,add,human,quantize16,0.15152,0.03485,0.08098,0.02923,1.87114,False,142.0
person_c_00,add,human,jpeg75,0.08159,0.04346,0.08098,0.02923,1.00751,False,142.0
person_c_00,add,human,jpeg30,0.13908,0.05667,0.08098,0.02923,1.71752,False,142.0
person_c_00,add,human,crop_resize0.1,0.41909,0.05356,0.08098,0.02923,5.1754,False,142.0
person_c_00,add,human,jpeg_then_resize75,0.13263,0.06277,0.08098,0.02923,1.63785,False,142.0
person_c_00,add,human,adverse_cleaner,0.11385,0.04873,0.08098,0.02923,1.4059,False,142.0
person_c_00,phase,human,identity,0.11522,0.00965,0.11522,0.00965,1.0,True,142.4
person_c_00,phase,human,blur1,0.19946,0.04152,0.11522,0.00965,1.73109,True,142.4
person_c_00,phase,human,noise0.05,0.42557,0.09263,0.11522,0.00965,3.69343,True,142.4
person_c_00,phase,human,quantize16,0.16284,0.04486,0.11522,0.00965,1.41331,True,142.4
person_c_00,phase,human,jpeg75,0.11734,0.01072,0.11522,0.00965,1.01838,True,142.4
person_c_00,phase,human,jpeg30,0.13555,0.03931,0.11522,0.00965,1.17639,True,142.4
person_c_00,phase,human,crop_resize0.1,0.41735,0.03357,0.11522,0.00965,3.62212,True,142.4
person_c_00,phase,human,jpeg_then_resize75,0.14986,0.01792,0.11522,0.00965,1.30063,True,142.4
person_c_00,phase,human,adverse_cleaner,0.14888,0.03187,0.11522,0.00965,1.29208,True,142.4
cat_00,add,human,identity,0.26693,0.00946,0.26693,0.00946,1.0,True,142.6
cat_00,add,human,blur1,0.11546,0.02956,0.26693,0.00946,0.43255,True,142.6
cat_00,add,human,noise0.05,0.50378,0.02034,0.26693,0.00946,1.88736,True,142.6
cat_00,add,human,quantize16,0.04721,0.03268,0.26693,0.00946,0.17685,True,142.6
cat_00,add,human,jpeg75,0.0351,0.01769,0.26693,0.00946,0.13149,True,142.6
cat_00,add,human,jpeg30,0.0587,0.00289,0.26693,0.00946,0.21991,True,142.6
cat_00,add,human,crop_resize0.1,0.38683,0.02122,0.26693,0.00946,1.44921,True,142.6
cat_00,add,human,jpeg_then_resize75,0.10517,0.02908,0.26693,0.00946,0.39402,True,142.6
cat_00,add,human,adverse_cleaner,0.0735,0.04108,0.26693,0.00946,0.27536,True,142.6
cat_00,phase,human,identity,0.17389,0.05234,0.17389,0.05234,1.0,True,142.5
cat_00,phase,human,blur1,0.196,0.03758,0.17389,0.05234,1.12717,True,142.5
cat_00,phase,human,noise0.05,0.49971,0.02845,0.17389,0.05234,2.87375,True,142.5
cat_00,phase,human,quantize16,0.11399,0.03436,0.17389,0.05234,0.65557,True,142.5
cat_00,phase,human,jpeg75,0.09898,0.03394,0.17389,0.05234,0.56921,True,142.5
cat_00,phase,human,jpeg30,0.10316,0.02008,0.17389,0.05234,0.59324,True,142.5
cat_00,phase,human,crop_resize0.1,0.32454,0.0365,0.17389,0.05234,1.8664,True,142.5
cat_00,phase,human,jpeg_then_resize75,0.1244,0.04747,0.17389,0.05234,0.71541,True,142.5
cat_00,phase,human,adverse_cleaner,0.17272,0.06904,0.17389,0.05234,0.99331,True,142.5
