image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
shiba_00,add,human,identity,0.30934,0.08514,0.30934,0.08514,1.0,True,143.0
shiba_00,add,human,blur1,0.40307,0.059,0.30934,0.08514,1.303,True,143.0
shiba_00,add,human,noise0.05,0.73052,0.01968,0.30934,0.08514,2.36154,True,143.0
shiba_00,add,human,quantize16,0.46521,0.11012,0.30934,0.08514,1.5039,True,143.0
shiba_00,add,human,jpeg75,0.21378,0.04504,0.30934,0.08514,0.69108,True,143.0
shiba_00,add,human,jpeg30,0.28844,0.05528,0.30934,0.08514,0.93243,True,143.0
shiba_00,add,human,crop_resize0.1,0.50068,0.00556,0.30934,0.08514,1.61854,True,143.0
shiba_00,add,human,jpeg_then_resize75,0.31495,0.04581,0.30934,0.08514,1.01814,True,143.0
shiba_00,add,human,adverse_cleaner,0.18087,0.07237,0.30934,0.08514,0.58471,True,143.0
shiba_00,phase,human,identity,0.40457,0.04396,0.40457,0.04396,1.0,True,143.0
shiba_00,phase,human,blur1,0.43791,0.0638,0.40457,0.04396,1.08241,True,143.0
shiba_00,phase,human,noise0.05,0.75436,0.01715,0.40457,0.04396,1.86462,True,143.0
shiba_00,phase,human,quantize16,0.52403,0.04161,0.40457,0.04396,1.2953,True,143.0
shiba_00,phase,human,jpeg75,0.38572,0.00937,0.40457,0.04396,0.95342,True,143.0
shiba_00,phase,human,jpeg30,0.37471,0.027,0.40457,0.04396,0.92621,True,143.0
shiba_00,phase,human,crop_resize0.1,0.54843,0.02776,0.40457,0.04396,1.35561,True,143.0
shiba_00,phase,human,jpeg_then_resize75,0.41119,0.03659,0.40457,0.04396,1.01638,True,143.0
shiba_00,phase,human,adverse_cleaner,0.39315,0.1193,0.40457,0.04396,0.97177,True,143.0
raccoon_00,add,human,identity,0.48542,0.11467,0.48542,0.11467,1.0,True,143.2
raccoon_00,add,human,blur1,0.44032,0.06586,0.48542,0.11467,0.90709,True,143.2
raccoon_00,add,human,noise0.05,0.59357,0.05485,0.48542,0.11467,1.22279,True,143.2
raccoon_00,add,human,quantize16,0.42298,0.14159,0.48542,0.11467,0.87137,True,143.2
raccoon_00,add,human,jpeg75,0.24701,0.15551,0.48542,0.11467,0.50886,True,143.2
raccoon_00,add,human,jpeg30,0.21879,0.04374,0.48542,0.11467,0.45072,True,143.2
raccoon_00,add,human,crop_resize0.1,0.52868,0.08454,0.48542,0.11467,1.08911,True,143.2
raccoon_00,add,human,jpeg_then_resize75,0.39663,0.05852,0.48542,0.11467,0.81709,True,143.2
raccoon_00,add,human,adverse_cleaner,0.23454,0.1857,0.48542,0.11467,0.48317,True,143.2
raccoon_00,phase,human,identity,0.25321,0.06468,0.25321,0.06468,1.0,True,143.1
raccoon_00,phase,human,blur1,0.4694,0.05896,0.25321,0.06468,1.8538,True,143.1
raccoon_00,phase,human,noise0.05,0.55328,0.08917,0.25321,0.06468,2.18506,True,143.1
raccoon_00,phase,human,quantize16,0.3006,0.08151,0.25321,0.06468,1.18713,True,143.1
raccoon_00,phase,human,jpeg75,0.25396,0.04079,0.25321,0.06468,1.00296,True,143.1
raccoon_00,phase,human,jpeg30,0.29873,0.05469,0.25321,0.06468,1.17977,True,143.1
raccoon_00,phase,human,crop_resize0.1,0.54187,0.09606,0.25321,0.06468,2.13997,True,143.1
raccoon_00,phase,human,jpeg_then_resize75,0.40501,0.04187,0.25321,0.06468,1.59949,True,143.1
raccoon_00,phase,human,adverse_cleaner,0.28898,0.00546,0.25321,0.06468,1.14125,True,143.1
