image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,141.0,rotate,0,0.0,,,10320.2,0.83,511.3333333333333,117.33333333333333,27.333333333333332,,,,2.2461676597595215,0.7268990278244019,1.5192687511444092,0.27310100197792053,27.048425674438477,0.6000292897224426,27.048425674438477,0.6000292897224426,0.9522112607955933,0.04935365170240402,0.49434494972229004,3.0421857833862305,1.9159088134765625,0.7137576341629028,32
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,141.5,rotate,0,0.0,,,10323.2,3.72,511.6666666666667,43.666666666666664,15.333333333333334,,,,7.062376499176025,0.6709998846054077,6.391376495361328,0.3290000855922699,38.888519287109375,0.13445669412612915,38.888519287109375,0.13445669412612915,0.9959167242050171,0.048359207808971405,0.3926578760147095,2.518174648284912,1.3304061889648438,0.6457469463348389,32
