image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_rand,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.14029,0.73863,18.473,0.17824,0.04331,0.16092,0.71299,17.668,0.16594,0.0434,0.89348,0.11922,0.98786,0.98814,False,0.837,62.2
task_attr_mod_color_136767,warp_rand,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.12999,0.75588,19.216,0.19651,0.04457,0.1529,0.73357,19.165,0.18778,0.06137,0.94895,0.10945,0.99514,0.99433,False,0.837,47.2
task_attr_mod_color_184837,warp_rand,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18689,0.60331,16.575,0.13851,0.09701,0.20952,0.58034,16.591,0.13134,0.12873,0.91059,0.14834,0.98221,0.96614,False,0.837,47.4
task_attr_mod_color_32648,warp_rand,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10479,0.94035,29.181,0.31787,0.06597,0.11148,0.94986,30.188,0.47787,0.0781,0.91614,0.03475,0.99009,0.97732,False,0.837,47.3
task_attr_mod_color_6205,warp_rand,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1436,0.78851,22.056,0.24054,0.06638,0.16018,0.75863,20.922,0.24157,0.09755,0.94311,0.07892,0.9891,0.97832,False,0.837,47.4
task_env_weather_112463,warp_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.15707,0.78233,22.67,0.26005,0.06828,0.21653,0.69494,20.208,0.20658,0.07361,0.93099,0.07354,0.95925,0.97066,False,0.837,47.4
task_env_weather_246440,warp_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17111,0.51463,14.475,0.1179,0.05418,0.33041,0.52323,17.281,0.10434,0.09409,0.99236,0.18891,0.97058,0.97451,False,0.837,47.2
task_env_weather_63722,warp_rand,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22567,0.69701,17.945,0.13262,0.14233,0.2514,0.68823,17.434,0.12303,0.14116,0.83428,0.12669,0.94194,0.94808,False,0.837,47.3
task_obj_add_40931,warp_rand,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22469,0.65536,17.768,0.16998,0.09771,0.25587,0.62117,16.869,0.15272,0.12678,0.93205,0.1293,0.97344,0.9578,False,0.837,47.3
task_obj_remove_380621,warp_rand,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18567,0.70752,19.884,0.2411,0.11406,0.23721,0.67213,18.829,0.20758,0.10071,0.98797,0.10135,0.97247,0.97766,False,0.837,47.3
task_obj_swap_joint_mask_276754,warp_rand,instruct-pix2pix,Replace the satellite dish with rocket,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.23389,0.50575,19.596,0.08306,0.09048,0.11577,0.91867,23.379,0.30436,0.1535,0.95173,0.10476,0.94569,0.93167,False,0.837,47.3
task_obj_swap_joint_mask_533428,warp_rand,instruct-pix2pix,Replace the samurai armor with red jacket,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18216,0.64685,17.658,0.15639,0.07249,0.23653,0.73504,20.062,0.2531,0.1018,0.98418,0.13094,0.9705,0.96308,False,0.837,47.4
