image,condition,scenario,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
dog_03,phase,background,identity,0.05518,0.0066,0.05518,0.0066,1.0,True,704.5
dog_03,phase,background,blur1,0.04755,0.00914,0.05518,0.0066,0.8616,True,704.5
dog_03,phase,background,noise0.05,0.12376,0.00872,0.05518,0.0066,2.2427,True,704.5
dog_03,phase,background,quantize16,0.1129,0.00817,0.05518,0.0066,2.04598,True,704.5
dog_03,phase,background,jpeg75,0.0392,0.01317,0.05518,0.0066,0.71034,True,704.5
dog_03,phase,background,jpeg30,0.05387,0.00536,0.05518,0.0066,0.97628,True,704.5
dog_03,phase,background,crop_resize0.1,0.13483,0.00294,0.05518,0.0066,2.4434,True,704.5
dog_03,phase,background,jpeg_then_resize75,0.03253,0.00501,0.05518,0.0066,0.58949,True,704.5
dog_03,phase,background,adverse_cleaner,0.08675,0.01674,0.05518,0.0066,1.572,True,704.5
dog_03,phase,background,impress,0.06069,0.00542,0.05518,0.0066,1.09972,True,704.5
dog_03,add,background,identity,0.04934,0.01333,0.04934,0.01333,1.0,True,704.7
dog_03,add,background,blur1,0.03396,0.00421,0.04934,0.01333,0.68836,True,704.7
dog_03,add,background,noise0.05,0.11969,0.01206,0.04934,0.01333,2.4258,True,704.7
dog_03,add,background,quantize16,0.09942,0.00857,0.04934,0.01333,2.01499,True,704.7
dog_03,add,background,jpeg75,0.01059,0.00067,0.04934,0.01333,0.21467,True,704.7
dog_03,add,background,jpeg30,0.04275,0.00484,0.04934,0.01333,0.8664,True,704.7
dog_03,add,background,crop_resize0.1,0.12985,0.01784,0.04934,0.01333,2.63172,True,704.7
dog_03,add,background,jpeg_then_resize75,0.02639,0.00648,0.04934,0.01333,0.53477,True,704.7
dog_03,add,background,adverse_cleaner,0.05469,0.01248,0.04934,0.01333,1.10833,True,704.7
dog_03,add,background,impress,0.04628,0.01199,0.04934,0.01333,0.93795,True,704.7
dog_03,phase_rand,background,identity,0.01189,0.00519,0.01189,0.00519,1.0,False,703.6
dog_03,phase_rand,background,blur1,0.03639,0.00582,0.01189,0.00519,3.06193,False,703.6
dog_03,phase_rand,background,noise0.05,0.1183,0.00146,0.01189,0.00519,9.95335,False,703.6
dog_03,phase_rand,background,quantize16,0.09652,0.00566,0.01189,0.00519,8.12097,False,703.6
dog_03,phase_rand,background,jpeg75,0.01938,0.00248,0.01189,0.00519,1.63048,False,703.6
dog_03,phase_rand,background,jpeg30,0.04588,0.00422,0.01189,0.00519,3.86004,False,703.6
dog_03,phase_rand,background,crop_resize0.1,0.1081,0.00593,0.01189,0.00519,9.0952,False,703.6
dog_03,phase_rand,background,jpeg_then_resize75,0.02644,0.00535,0.01189,0.00519,2.22439,False,703.6
dog_03,phase_rand,background,adverse_cleaner,0.05317,0.00946,0.01189,0.00519,4.47322,False,703.6
dog_03,phase_rand,background,impress,0.04806,0.00395,0.01189,0.00519,4.0434,False,703.6
dog_03,apa_weak,background,identity,0.07187,0.00673,0.07187,0.00673,1.0,True,702.5
dog_03,apa_weak,background,blur1,0.08443,0.00365,0.07187,0.00673,1.17478,True,702.5
dog_03,apa_weak,background,noise0.05,0.1448,0.00396,0.07187,0.00673,2.01474,True,702.5
dog_03,apa_weak,background,quantize16,0.12464,0.00241,0.07187,0.00673,1.73425,True,702.5
dog_03,apa_weak,background,jpeg75,0.0731,0.00546,0.07187,0.00673,1.01707,True,702.5
dog_03,apa_weak,background,jpeg30,0.09399,0.0018,0.07187,0.00673,1.30786,True,702.5
dog_03,apa_weak,background,crop_resize0.1,0.11557,0.00568,0.07187,0.00673,1.60803,True,702.5
dog_03,apa_weak,background,jpeg_then_resize75,0.07806,0.00219,0.07187,0.00673,1.08614,True,702.5
dog_03,apa_weak,background,adverse_cleaner,0.11872,0.01473,0.07187,0.00673,1.65187,True,702.5
dog_03,apa_weak,background,impress,0.08739,0.00443,0.07187,0.00673,1.21591,True,702.5
dog_03,mist,background,identity,0.15787,0.00446,0.15787,0.00446,1.0,True,710.1
dog_03,mist,background,blur1,0.09033,0.00054,0.15787,0.00446,0.57214,True,710.1
dog_03,mist,background,noise0.05,0.15691,0.00235,0.15787,0.00446,0.99388,True,710.1
dog_03,mist,background,quantize16,0.15716,0.0024,0.15787,0.00446,0.99547,True,710.1
dog_03,mist,background,jpeg75,0.14007,0.00313,0.15787,0.00446,0.88725,True,710.1
dog_03,mist,background,jpeg30,0.09443,0.00188,0.15787,0.00446,0.59816,True,710.1
dog_03,mist,background,crop_resize0.1,0.16718,0.00245,0.15787,0.00446,1.05898,True,710.1
dog_03,mist,background,jpeg_then_resize75,0.08067,0.00396,0.15787,0.00446,0.51101,True,710.1
dog_03,mist,background,adverse_cleaner,0.14444,0.00309,0.15787,0.00446,0.91493,True,710.1
dog_03,mist,background,impress,0.13912,0.00201,0.15787,0.00446,0.88123,True,710.1
dog_03,dia_r,background,identity,0.07211,0.01126,0.07211,0.01126,1.0,True,704.3
dog_03,dia_r,background,blur1,0.04016,0.00313,0.07211,0.01126,0.55686,True,704.3
dog_03,dia_r,background,noise0.05,0.12078,0.00957,0.07211,0.01126,1.67484,True,704.3
dog_03,dia_r,background,quantize16,0.09661,0.00973,0.07211,0.01126,1.33965,True,704.3
dog_03,dia_r,background,jpeg75,0.03387,0.00424,0.07211,0.01126,0.46973,True,704.3
dog_03,dia_r,background,jpeg30,0.04482,0.0013,0.07211,0.01126,0.62158,True,704.3
dog_03,dia_r,background,crop_resize0.1,0.11768,0.00851,0.07211,0.01126,1.63179,True,704.3
dog_03,dia_r,background,jpeg_then_resize75,0.03464,0.00109,0.07211,0.01126,0.4804,True,704.3
