image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
shiba_00,add,human,identity,0.34215,0.04636,0.34215,0.04636,1.0,True,142.4
shiba_00,add,human,blur1,0.39335,0.08327,0.34215,0.04636,1.14966,True,142.4
shiba_00,add,human,noise0.05,0.72911,0.01653,0.34215,0.04636,2.13098,True,142.4
shiba_00,add,human,quantize16,0.45599,0.08623,0.34215,0.04636,1.33273,True,142.4
shiba_00,add,human,jpeg75,0.10752,0.01279,0.34215,0.04636,0.31425,True,142.4
shiba_00,add,human,jpeg30,0.28457,0.05467,0.34215,0.04636,0.83173,True,142.4
shiba_00,add,human,crop_resize0.1,0.50416,0.02023,0.34215,0.04636,1.47353,True,142.4
shiba_00,add,human,jpeg_then_resize75,0.33961,0.08849,0.34215,0.04636,0.99259,True,142.4
shiba_00,add,human,adverse_cleaner,0.24499,0.03686,0.34215,0.04636,0.71603,True,142.4
shiba_00,phase,human,identity,0.61203,0.13634,0.61203,0.13634,1.0,True,142.3
shiba_00,phase,human,blur1,0.53342,0.12671,0.61203,0.13634,0.87155,True,142.3
shiba_00,phase,human,noise0.05,0.73932,0.01007,0.61203,0.13634,1.20797,True,142.3
shiba_00,phase,human,quantize16,0.59183,0.08031,0.61203,0.13634,0.96699,True,142.3
shiba_00,phase,human,jpeg75,0.35456,0.08137,0.61203,0.13634,0.57932,True,142.3
shiba_00,phase,human,jpeg30,0.37891,0.05976,0.61203,0.13634,0.6191,True,142.3
shiba_00,phase,human,crop_resize0.1,0.57326,0.06384,0.61203,0.13634,0.93665,True,142.3
shiba_00,phase,human,jpeg_then_resize75,0.39253,0.06843,0.61203,0.13634,0.64135,True,142.3
shiba_00,phase,human,adverse_cleaner,0.54369,0.17321,0.61203,0.13634,0.88833,True,142.3
shiba_00,phase_rand,human,identity,0.27519,0.04467,0.27519,0.04467,1.0,True,142.2
shiba_00,phase_rand,human,blur1,0.40075,0.06181,0.27519,0.04467,1.45624,True,142.2
shiba_00,phase_rand,human,noise0.05,0.72552,0.01924,0.27519,0.04467,2.63641,True,142.2
shiba_00,phase_rand,human,quantize16,0.44354,0.11131,0.27519,0.04467,1.61175,True,142.2
shiba_00,phase_rand,human,jpeg75,0.2847,0.04498,0.27519,0.04467,1.03456,True,142.2
shiba_00,phase_rand,human,jpeg30,0.33468,0.06407,0.27519,0.04467,1.21617,True,142.2
shiba_00,phase_rand,human,crop_resize0.1,0.51105,0.03927,0.27519,0.04467,1.85706,True,142.2
shiba_00,phase_rand,human,jpeg_then_resize75,0.34154,0.04409,0.27519,0.04467,1.24108,True,142.2
shiba_00,phase_rand,human,adverse_cleaner,0.26863,0.0878,0.27519,0.04467,0.97615,True,142.2
shiba_00,apa_weak,native,identity,0.35952,0.07274,0.35952,0.07274,1.0,True,142.2
shiba_00,apa_weak,native,blur1,0.49867,0.04099,0.35952,0.07274,1.38704,True,142.2
shiba_00,apa_weak,native,noise0.05,0.7482,0.008,0.35952,0.07274,2.08111,True,142.2
shiba_00,apa_weak,native,quantize16,0.4658,0.10485,0.35952,0.07274,1.29562,True,142.2
shiba_00,apa_weak,native,jpeg75,0.34533,0.05947,0.35952,0.07274,0.96054,True,142.2
shiba_00,apa_weak,native,jpeg30,0.43344,0.05361,0.35952,0.07274,1.20561,True,142.2
