image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
shiba_00,add,human,identity,0.32948,0.05883,0.32948,0.05883,1.0,True,142.3
shiba_00,add,human,blur1,0.39328,0.08332,0.32948,0.05883,1.19363,True,142.3
shiba_00,add,human,noise0.05,0.72924,0.01662,0.32948,0.05883,2.21331,True,142.3
shiba_00,add,human,quantize16,0.45886,0.0877,0.32948,0.05883,1.39268,True,142.3
shiba_00,add,human,jpeg75,0.11651,0.01712,0.32948,0.05883,0.35362,True,142.3
shiba_00,add,human,jpeg30,0.28929,0.05909,0.32948,0.05883,0.87801,True,142.3
shiba_00,add,human,crop_resize0.1,0.50167,0.01808,0.32948,0.05883,1.52262,True,142.3
shiba_00,add,human,jpeg_then_resize75,0.33943,0.08826,0.32948,0.05883,1.03021,True,142.3
shiba_00,add,human,adverse_cleaner,0.23363,0.05001,0.32948,0.05883,0.7091,True,142.3
shiba_00,phase,human,identity,0.62845,0.11246,0.62845,0.11246,1.0,True,143.0
shiba_00,phase,human,blur1,0.52955,0.1364,0.62845,0.11246,0.84263,True,143.0
shiba_00,phase,human,noise0.05,0.7403,0.00582,0.62845,0.11246,1.17798,True,143.0
shiba_00,phase,human,quantize16,0.58415,0.08642,0.62845,0.11246,0.92951,True,143.0
shiba_00,phase,human,jpeg75,0.35107,0.10863,0.62845,0.11246,0.55863,True,143.0
shiba_00,phase,human,jpeg30,0.37083,0.07192,0.62845,0.11246,0.59006,True,143.0
shiba_00,phase,human,crop_resize0.1,0.58954,0.06092,0.62845,0.11246,0.93808,True,143.0
shiba_00,phase,human,jpeg_then_resize75,0.39857,0.07003,0.62845,0.11246,0.63421,True,143.0
shiba_00,phase,human,adverse_cleaner,0.54275,0.16785,0.62845,0.11246,0.86362,True,143.0
shiba_00,phase_rand,human,identity,0.27519,0.04467,0.27519,0.04467,1.0,True,142.8
shiba_00,phase_rand,human,blur1,0.40075,0.06181,0.27519,0.04467,1.45624,True,142.8
shiba_00,phase_rand,human,noise0.05,0.72552,0.01924,0.27519,0.04467,2.63641,True,142.8
shiba_00,phase_rand,human,quantize16,0.44354,0.11131,0.27519,0.04467,1.61175,True,142.8
shiba_00,phase_rand,human,jpeg75,0.2847,0.04498,0.27519,0.04467,1.03456,True,142.8
shiba_00,phase_rand,human,jpeg30,0.33468,0.06407,0.27519,0.04467,1.21617,True,142.8
shiba_00,phase_rand,human,crop_resize0.1,0.51105,0.03927,0.27519,0.04467,1.85706,True,142.8
shiba_00,phase_rand,human,jpeg_then_resize75,0.34154,0.04409,0.27519,0.04467,1.24108,True,142.8
shiba_00,phase_rand,human,adverse_cleaner,0.26863,0.0878,0.27519,0.04467,0.97615,True,142.8
shiba_00,apa_weak,native,identity,0.35952,0.07274,0.35952,0.07274,1.0,True,142.7
shiba_00,apa_weak,native,blur1,0.49867,0.04099,0.35952,0.07274,1.38705,True,142.7
shiba_00,apa_weak,native,noise0.05,0.7482,0.008,0.35952,0.07274,2.08111,True,142.7
shiba_00,apa_weak,native,quantize16,0.4658,0.10485,0.35952,0.07274,1.29563,True,142.7
shiba_00,apa_weak,native,jpeg75,0.34522,0.05948,0.35952,0.07274,0.96021,True,142.7
shiba_00,apa_weak,native,jpeg30,0.4334,0.0536,0.35952,0.07274,1.20551,True,142.7
shiba_00,apa_weak,native,crop_resize0.1,0.54157,0.02424,0.35952,0.07274,1.50638,True,142.7
shiba_00,apa_weak,native,jpeg_then_resize75,0.42284,0.07458,0.35952,0.07274,1.17613,True,142.7
shiba_00,apa_weak,native,adverse_cleaner,0.45038,0.03162,0.35952,0.07274,1.25272,True,142.7
shiba_00,mist,native,identity,0.70195,0.0433,0.70195,0.0433,1.0,True,142.7
shiba_00,mist,native,blur1,0.56244,0.1182,0.70195,0.0433,0.80125,True,142.7
shiba_00,mist,native,noise0.05,0.74881,0.03906,0.70195,0.0433,1.06676,True,142.7
shiba_00,mist,native,quantize16,0.72234,0.00835,0.70195,0.0433,1.02906,True,142.7
shiba_00,mist,native,jpeg75,0.65149,0.04467,0.70195,0.0433,0.92812,True,142.7
shiba_00,mist,native,jpeg30,0.49477,0.08848,0.70195,0.0433,0.70486,True,142.7
shiba_00,mist,native,crop_resize0.1,0.63366,0.07027,0.70195,0.0433,0.90272,True,142.7
shiba_00,mist,native,jpeg_then_resize75,0.57589,0.11365,0.70195,0.0433,0.82041,True,142.7
shiba_00,mist,native,adverse_cleaner,0.67777,0.04506,0.70195,0.0433,0.96556,True,142.7
shiba_00,dia_r,native,identity,0.29172,0.07777,0.29172,0.07777,1.0,True,142.7
shiba_00,dia_r,native,blur1,0.36871,0.06901,0.29172,0.07777,1.26393,True,142.7
shiba_00,dia_r,native,noise0.05,0.7149,0.04873,0.29172,0.07777,2.45062,True,142.7
shiba_00,dia_r,native,quantize16,0.47954,0.10415,0.29172,0.07777,1.64382,True,142.7
shiba_00,dia_r,native,jpeg75,0.17677,0.04677,0.29172,0.07777,0.60594,True,142.7
shiba_00,dia_r,native,jpeg30,0.2457,0.11882,0.29172,0.07777,0.84225,True,142.7
shiba_00,dia_r,native,crop_resize0.1,0.5254,0.0585,0.29172,0.07777,1.80103,True,142.7
shiba_00,dia_r,native,jpeg_then_resize75,0.31522,0.08716,0.29172,0.07777,1.08056,True,142.7
shiba_00,dia_r,native,adverse_cleaner,0.17555,0.02953,0.29172,0.07777,0.60179,True,142.7
shiba_00,photoguard_c,native,identity,0.60427,0.02272,0.60427,0.02272,1.0,True,142.6
shiba_00,photoguard_c,native,blur1,0.40607,0.09366,0.60427,0.02272,0.67201,True,142.6
shiba_00,photoguard_c,native,noise0.05,0.72747,0.02176,0.60427,0.02272,1.20389,True,142.6
shiba_00,photoguard_c,native,quantize16,0.51025,0.03117,0.60427,0.02272,0.84442,True,142.6
shiba_00,photoguard_c,native,jpeg75,0.30667,0.12232,0.60427,0.02272,0.50751,True,142.6
shiba_00,photoguard_c,native,jpeg30,0.33565,0.12403,0.60427,0.02272,0.55547,True,142.6
shiba_00,photoguard_c,native,crop_resize0.1,0.59316,0.06021,0.60427,0.02272,0.98161,True,142.6
shiba_00,photoguard_c,native,jpeg_then_resize75,0.34267,0.08896,0.60427,0.02272,0.56709,True,142.6
shiba_00,photoguard_c,native,adverse_cleaner,0.40066,0.09082,0.60427,0.02272,0.66306,True,142.6
