image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
raccoon_00,mist,native,jpeg30,0.46708,0.09234,0.65634,0.03406,0.71163,0.7,True,142.9
raccoon_00,mist,native,crop_resize0.1,0.59894,0.02927,0.65634,0.03406,0.91254,0.7,True,142.9
raccoon_00,mist,native,jpeg_then_resize75,0.43901,0.14736,0.65634,0.03406,0.66887,0.7,True,142.9
raccoon_00,mist,native,adverse_cleaner,0.5882,0.0475,0.65634,0.03406,0.89618,0.7,True,142.9
raccoon_00,dia_r,native,identity,0.36769,0.05367,0.36769,0.05367,1.0,0.7,True,142.8
raccoon_00,dia_r,native,blur1,0.421,0.1118,0.36769,0.05367,1.14498,0.7,True,142.8
raccoon_00,dia_r,native,noise0.05,0.46925,0.08692,0.36769,0.05367,1.27621,0.7,True,142.8
raccoon_00,dia_r,native,quantize16,0.38496,0.05697,0.36769,0.05367,1.04698,0.7,True,142.8
raccoon_00,dia_r,native,jpeg75,0.28679,0.08722,0.36769,0.05367,0.77999,0.7,True,142.8
raccoon_00,dia_r,native,jpeg30,0.2444,0.01989,0.36769,0.05367,0.66469,0.7,True,142.8
raccoon_00,dia_r,native,crop_resize0.1,0.56021,0.05826,0.36769,0.05367,1.52361,0.7,True,142.8
raccoon_00,dia_r,native,jpeg_then_resize75,0.29811,0.04671,0.36769,0.05367,0.81076,0.7,True,142.8
raccoon_00,dia_r,native,adverse_cleaner,0.18205,0.09156,0.36769,0.05367,0.49512,0.7,True,142.8
raccoon_00,photoguard_c,native,identity,0.35587,0.09115,0.35587,0.09115,1.0,0.7,True,142.8
raccoon_00,photoguard_c,native,blur1,0.3893,0.12167,0.35587,0.09115,1.09394,0.7,True,142.8
raccoon_00,photoguard_c,native,noise0.05,0.43537,0.08512,0.35587,0.09115,1.22338,0.7,True,142.8
raccoon_00,photoguard_c,native,quantize16,0.3858,0.1072,0.35587,0.09115,1.0841,0.7,True,142.8
raccoon_00,photoguard_c,native,jpeg75,0.27914,0.09639,0.35587,0.09115,0.78438,0.7,True,142.8
raccoon_00,photoguard_c,native,jpeg30,0.24269,0.08434,0.35587,0.09115,0.68195,0.7,True,142.8
raccoon_00,photoguard_c,native,crop_resize0.1,0.56058,0.00577,0.35587,0.09115,1.57523,0.7,True,142.8
raccoon_00,photoguard_c,native,jpeg_then_resize75,0.29427,0.09792,0.35587,0.09115,0.8269,0.7,True,142.8
raccoon_00,photoguard_c,native,adverse_cleaner,0.27215,0.06335,0.35587,0.09115,0.76473,0.7,True,142.8
