image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
cat_00,add,human,identity,0.15924,0.03947,0.15924,0.03947,1.0,0.7,True,140.4
cat_00,add,human,blur1,0.14667,0.03079,0.15924,0.03947,0.92111,0.7,True,140.4
cat_00,add,human,noise0.05,0.48523,0.01872,0.15924,0.03947,3.04723,0.7,True,140.4
cat_00,add,human,quantize16,0.0578,0.03139,0.15924,0.03947,0.36297,0.7,True,140.4
cat_00,add,human,jpeg75,0.04184,0.02689,0.15924,0.03947,0.26273,0.7,True,140.4
cat_00,add,human,jpeg30,0.06737,0.04409,0.15924,0.03947,0.4231,0.7,True,140.4
cat_00,add,human,crop_resize0.1,0.35705,0.02824,0.15924,0.03947,2.24228,0.7,True,140.4
cat_00,add,human,jpeg_then_resize75,0.09981,0.02123,0.15924,0.03947,0.62681,0.7,True,140.4
cat_00,add,human,adverse_cleaner,0.08413,0.05137,0.15924,0.03947,0.52836,0.7,True,140.4
cat_00,phase,human,identity,0.29429,0.09192,0.29429,0.09192,1.0,0.7,True,140.6
cat_00,phase,human,blur1,0.22536,0.03824,0.29429,0.09192,0.76575,0.7,True,140.6
cat_00,phase,human,noise0.05,0.48956,0.01637,0.29429,0.09192,1.66352,0.7,True,140.6
cat_00,phase,human,quantize16,0.18197,0.06165,0.29429,0.09192,0.61831,0.7,True,140.6
cat_00,phase,human,jpeg75,0.10378,0.0393,0.29429,0.09192,0.35264,0.7,True,140.6
cat_00,phase,human,jpeg30,0.09051,0.0271,0.29429,0.09192,0.30754,0.7,True,140.6
cat_00,phase,human,crop_resize0.1,0.37702,0.02551,0.29429,0.09192,1.28109,0.7,True,140.6
cat_00,phase,human,jpeg_then_resize75,0.1317,0.03085,0.29429,0.09192,0.4475,0.7,True,140.6
cat_00,phase,human,adverse_cleaner,0.25325,0.04376,0.29429,0.09192,0.86053,0.7,True,140.6
cat_00,phase_rand,human,identity,0.06025,0.03303,0.06025,0.03303,1.0,0.7,False,140.6
cat_00,phase_rand,human,blur1,0.14158,0.02048,0.06025,0.03303,2.34981,0.7,False,140.6
cat_00,phase_rand,human,noise0.05,0.48236,0.02515,0.06025,0.03303,8.00611,0.7,False,140.6
cat_00,phase_rand,human,quantize16,0.0687,0.03671,0.06025,0.03303,1.1402,0.7,False,140.6
cat_00,phase_rand,human,jpeg75,0.06115,0.03094,0.06025,0.03303,1.01493,0.7,False,140.6
cat_00,phase_rand,human,jpeg30,0.08201,0.04333,0.06025,0.03303,1.36113,0.7,False,140.6
cat_00,phase_rand,human,crop_resize0.1,0.35257,0.03368,0.06025,0.03303,5.85177,0.7,False,140.6
cat_00,phase_rand,human,jpeg_then_resize75,0.11604,0.03931,0.06025,0.03303,1.92597,0.7,False,140.6
cat_00,phase_rand,human,adverse_cleaner,0.05199,0.00951,0.06025,0.03303,0.86289,0.7,False,140.6
