image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
person_c_00,add,human,identity,0.20303,0.16286,0.20303,0.16286,1.0,False,138.2
person_c_00,add,human,blur1,0.18389,0.05,0.20303,0.16286,0.90576,False,138.2
person_c_00,add,human,noise0.05,0.42566,0.09506,0.20303,0.16286,2.09657,False,138.2
person_c_00,add,human,quantize16,0.16268,0.06525,0.20303,0.16286,0.80127,False,138.2
person_c_00,add,human,jpeg75,0.08732,0.03078,0.20303,0.16286,0.43011,False,138.2
person_c_00,add,human,jpeg30,0.13929,0.05566,0.20303,0.16286,0.68607,False,138.2
person_c_00,add,human,crop_resize0.1,0.39756,0.01485,0.20303,0.16286,1.9582,False,138.2
person_c_00,add,human,jpeg_then_resize75,0.14004,0.05937,0.20303,0.16286,0.68975,False,138.2
person_c_00,add,human,adverse_cleaner,0.20828,0.17789,0.20303,0.16286,1.02587,False,138.2
person_c_00,phase,human,identity,0.22625,0.14031,0.22625,0.14031,1.0,False,138.1
person_c_00,phase,human,blur1,0.20484,0.04385,0.22625,0.14031,0.90536,False,138.1
person_c_00,phase,human,noise0.05,0.42777,0.0972,0.22625,0.14031,1.89066,False,138.1
person_c_00,phase,human,quantize16,0.19348,0.12054,0.22625,0.14031,0.85514,False,138.1
person_c_00,phase,human,jpeg75,0.21864,0.17421,0.22625,0.14031,0.96635,False,138.1
person_c_00,phase,human,jpeg30,0.21061,0.11671,0.22625,0.14031,0.93086,False,138.1
person_c_00,phase,human,crop_resize0.1,0.40529,0.01943,0.22625,0.14031,1.79129,False,138.1
person_c_00,phase,human,jpeg_then_resize75,0.24272,0.14688,0.22625,0.14031,1.07276,False,138.1
person_c_00,phase,human,adverse_cleaner,0.22989,0.15269,0.22625,0.14031,1.01606,False,138.1
person_c_00,phase_rand,human,identity,0.06065,0.01557,0.06065,0.01557,1.0,True,138.1
person_c_00,phase_rand,human,blur1,0.18457,0.05889,0.06065,0.01557,3.04327,True,138.1
person_c_00,phase_rand,human,noise0.05,0.42724,0.09674,0.06065,0.01557,7.04457,True,138.1
person_c_00,phase_rand,human,quantize16,0.13708,0.031,0.06065,0.01557,2.26029,True,138.1
person_c_00,phase_rand,human,jpeg75,0.11236,0.03914,0.06065,0.01557,1.85271,True,138.1
