image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
lebron_00,add,human,identity,0.3527,0.16424,0.3527,0.16424,1.0,False,242.3
lebron_00,add,human,blur1,0.41174,0.10291,0.3527,0.16424,1.16741,False,242.3
lebron_00,add,human,noise0.05,0.63932,0.0105,0.3527,0.16424,1.81266,False,242.3
lebron_00,add,human,quantize16,0.46253,0.0514,0.3527,0.16424,1.31141,False,242.3
lebron_00,add,human,jpeg75,0.21958,0.10363,0.3527,0.16424,0.62256,False,242.3
lebron_00,add,human,jpeg30,0.39114,0.14638,0.3527,0.16424,1.10901,False,242.3
lebron_00,add,human,crop_resize0.1,0.53624,0.06201,0.3527,0.16424,1.52039,False,242.3
lebron_00,add,human,jpeg_then_resize75,0.35006,0.13458,0.3527,0.16424,0.99251,False,242.3
lebron_00,add,human,adverse_cleaner,0.26239,0.11262,0.3527,0.16424,0.74395,False,242.3
lebron_00,phase,human,identity,0.39047,0.16105,0.39047,0.16105,1.0,False,241.6
lebron_00,phase,human,blur1,0.43109,0.10652,0.39047,0.16105,1.10404,False,241.6
lebron_00,phase,human,noise0.05,0.64518,0.00869,0.39047,0.16105,1.65232,False,241.6
lebron_00,phase,human,quantize16,0.40242,0.1441,0.39047,0.16105,1.03062,False,241.6
lebron_00,phase,human,jpeg75,0.26227,0.11518,0.39047,0.16105,0.67169,False,241.6
lebron_00,phase,human,jpeg30,0.41303,0.14178,0.39047,0.16105,1.05779,False,241.6
lebron_00,phase,human,crop_resize0.1,0.52155,0.06601,0.39047,0.16105,1.33571,False,241.6
lebron_00,phase,human,jpeg_then_resize75,0.38504,0.12672,0.39047,0.16105,0.98609,False,241.6
lebron_00,phase,human,adverse_cleaner,0.39606,0.15143,0.39047,0.16105,1.01431,False,241.6
lebron_00,phase_rand,human,identity,0.13687,0.07681,0.13687,0.07681,1.0,False,241.6
lebron_00,phase_rand,human,blur1,0.42221,0.10814,0.13687,0.07681,3.08472,False,241.6
lebron_00,phase_rand,human,noise0.05,0.6396,0.0052,0.13687,0.07681,4.67299,False,241.6
lebron_00,phase_rand,human,quantize16,0.41692,0.15046,0.13687,0.07681,3.0461,False,241.6
lebron_00,phase_rand,human,jpeg75,0.22109,0.07354,0.13687,0.07681,1.61531,False,241.6
lebron_00,phase_rand,human,jpeg30,0.34545,0.09328,0.13687,0.07681,2.52392,False,241.6
lebron_00,phase_rand,human,crop_resize0.1,0.50154,0.09963,0.13687,0.07681,3.66432,False,241.6
lebron_00,phase_rand,human,jpeg_then_resize75,0.30808,0.0553,0.13687,0.07681,2.25088,False,241.6
lebron_00,phase_rand,human,adverse_cleaner,0.26483,0.09051,0.13687,0.07681,1.93489,False,241.6
obama_00,add,human,identity,0.30966,0.08774,0.30966,0.08774,1.0,True,242.5
obama_00,add,human,blur1,0.28798,0.07869,0.30966,0.08774,0.92999,True,242.5
obama_00,add,human,noise0.05,0.54764,0.05078,0.30966,0.08774,1.76856,True,242.5
obama_00,add,human,quantize16,0.37639,0.07109,0.30966,0.08774,1.2155,True,242.5
obama_00,add,human,jpeg75,0.20799,0.16422,0.30966,0.08774,0.67168,True,242.5
obama_00,add,human,jpeg30,0.27936,0.13106,0.30966,0.08774,0.90217,True,242.5
obama_00,add,human,crop_resize0.1,0.48232,0.03289,0.30966,0.08774,1.5576,True,242.5
obama_00,add,human,jpeg_then_resize75,0.219,0.16267,0.30966,0.08774,0.70723,True,242.5
obama_00,add,human,adverse_cleaner,0.2126,0.16445,0.30966,0.08774,0.68658,True,242.5
obama_00,phase,human,identity,0.32294,0.06986,0.32294,0.06986,1.0,True,241.7
obama_00,phase,human,blur1,0.31671,0.05251,0.32294,0.06986,0.98069,True,241.7
obama_00,phase,human,noise0.05,0.55699,0.04995,0.32294,0.06986,1.72472,True,241.7
obama_00,phase,human,quantize16,0.37494,0.06115,0.32294,0.06986,1.16102,True,241.7
obama_00,phase,human,jpeg75,0.28205,0.11383,0.32294,0.06986,0.87336,True,241.7
obama_00,phase,human,jpeg30,0.29414,0.12583,0.32294,0.06986,0.91082,True,241.7
obama_00,phase,human,crop_resize0.1,0.51585,0.00702,0.32294,0.06986,1.59733,True,241.7
obama_00,phase,human,jpeg_then_resize75,0.30314,0.08837,0.32294,0.06986,0.93867,True,241.7
obama_00,phase,human,adverse_cleaner,0.31465,0.08206,0.32294,0.06986,0.97432,True,241.7
