image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
lebron_00,add,human,identity,0.35833,0.08284,0.35833,0.08284,1.0,True,139.6
lebron_00,add,human,blur1,0.39314,0.06495,0.35833,0.08284,1.09715,True,139.6
lebron_00,add,human,noise0.05,0.73395,0.02911,0.35833,0.08284,2.04824,True,139.6
lebron_00,add,human,quantize16,0.40597,0.1695,0.35833,0.08284,1.13295,True,139.6
lebron_00,add,human,jpeg75,0.1386,0.07103,0.35833,0.08284,0.38679,True,139.6
lebron_00,add,human,jpeg30,0.27763,0.04897,0.35833,0.08284,0.77478,True,139.6
lebron_00,add,human,crop_resize0.1,0.61241,0.02409,0.35833,0.08284,1.70906,True,139.6
lebron_00,add,human,jpeg_then_resize75,0.27286,0.11227,0.35833,0.08284,0.76147,True,139.6
lebron_00,add,human,adverse_cleaner,0.16069,0.05832,0.35833,0.08284,0.44845,True,139.6
lebron_00,phase,human,identity,0.56311,0.07376,0.56311,0.07376,1.0,True,139.7
lebron_00,phase,human,blur1,0.39828,0.08183,0.56311,0.07376,0.70728,True,139.7
lebron_00,phase,human,noise0.05,0.73827,0.02317,0.56311,0.07376,1.31106,True,139.7
lebron_00,phase,human,quantize16,0.48177,0.16388,0.56311,0.07376,0.85555,True,139.7
lebron_00,phase,human,jpeg75,0.21989,0.09903,0.56311,0.07376,0.39049,True,139.7
lebron_00,phase,human,jpeg30,0.29459,0.0491,0.56311,0.07376,0.52315,True,139.7
lebron_00,phase,human,crop_resize0.1,0.62492,0.03774,0.56311,0.07376,1.10976,True,139.7
lebron_00,phase,human,jpeg_then_resize75,0.36467,0.05424,0.56311,0.07376,0.6476,True,139.7
lebron_00,phase,human,adverse_cleaner,0.2981,0.15025,0.56311,0.07376,0.52939,True,139.7
lebron_00,phase_rand,human,identity,0.14572,0.11596,0.14572,0.11596,1.0,False,139.7
lebron_00,phase_rand,human,blur1,0.36415,0.11096,0.14572,0.11596,2.49894,False,139.7
lebron_00,phase_rand,human,noise0.05,0.74199,0.01841,0.14572,0.11596,5.09175,False,139.7
lebron_00,phase_rand,human,quantize16,0.32524,0.04265,0.14572,0.11596,2.23194,False,139.7
lebron_00,phase_rand,human,jpeg75,0.16136,0.07535,0.14572,0.11596,1.10728,False,139.7
lebron_00,phase_rand,human,jpeg30,0.31278,0.02401,0.14572,0.11596,2.14642,False,139.7
lebron_00,phase_rand,human,crop_resize0.1,0.44033,0.02992,0.14572,0.11596,3.0217,False,139.7
lebron_00,phase_rand,human,jpeg_then_resize75,0.26373,0.03439,0.14572,0.11596,1.80978,False,139.7
lebron_00,phase_rand,human,adverse_cleaner,0.20201,0.05122,0.14572,0.11596,1.38625,False,139.7
lebron_00,apa_weak,native,identity,0.1822,0.0463,0.1822,0.0463,1.0,True,139.8
lebron_00,apa_weak,native,blur1,0.4078,0.08155,0.1822,0.0463,2.23814,True,139.8
lebron_00,apa_weak,native,noise0.05,0.75541,0.02633,0.1822,0.0463,4.14592,True,139.8
lebron_00,apa_weak,native,quantize16,0.508,0.158,0.1822,0.0463,2.78807,True,139.8
lebron_00,apa_weak,native,jpeg75,0.23088,0.05267,0.1822,0.0463,1.26715,True,139.8
