image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
lebron_00,apa_weak,native,jpeg30,0.38194,0.08517,0.1822,0.0463,2.09622,True,139.8
lebron_00,apa_weak,native,crop_resize0.1,0.43326,0.05014,0.1822,0.0463,2.3779,True,139.8
lebron_00,apa_weak,native,jpeg_then_resize75,0.27382,0.04856,0.1822,0.0463,1.50284,True,139.8
lebron_00,apa_weak,native,adverse_cleaner,0.30119,0.03582,0.1822,0.0463,1.65301,True,139.8
lebron_00,mist,native,identity,0.69697,0.02326,0.69697,0.02326,1.0,True,139.8
lebron_00,mist,native,blur1,0.56173,0.07863,0.69697,0.02326,0.80595,True,139.8
lebron_00,mist,native,noise0.05,0.74358,0.01599,0.69697,0.02326,1.06687,True,139.8
lebron_00,mist,native,quantize16,0.71486,0.0223,0.69697,0.02326,1.02567,True,139.8
lebron_00,mist,native,jpeg75,0.65288,0.04423,0.69697,0.02326,0.93674,True,139.8
lebron_00,mist,native,jpeg30,0.58146,0.07924,0.69697,0.02326,0.83427,True,139.8
lebron_00,mist,native,crop_resize0.1,0.67135,0.01155,0.69697,0.02326,0.96324,True,139.8
lebron_00,mist,native,jpeg_then_resize75,0.46175,0.13008,0.69697,0.02326,0.66252,True,139.8
lebron_00,mist,native,adverse_cleaner,0.6587,0.02546,0.69697,0.02326,0.94509,True,139.8
lebron_00,dia_r,native,identity,0.36026,0.09478,0.36026,0.09478,1.0,True,139.7
lebron_00,dia_r,native,blur1,0.37687,0.09273,0.36026,0.09478,1.0461,True,139.7
lebron_00,dia_r,native,noise0.05,0.73727,0.02553,0.36026,0.09478,2.04647,True,139.7
lebron_00,dia_r,native,quantize16,0.52069,0.15661,0.36026,0.09478,1.44531,True,139.7
lebron_00,dia_r,native,jpeg75,0.10516,0.07493,0.36026,0.09478,0.2919,True,139.7
lebron_00,dia_r,native,jpeg30,0.24923,0.03545,0.36026,0.09478,0.69181,True,139.7
lebron_00,dia_r,native,crop_resize0.1,0.62328,0.03699,0.36026,0.09478,1.73007,True,139.7
lebron_00,dia_r,native,jpeg_then_resize75,0.29979,0.08206,0.36026,0.09478,0.83213,True,139.7
lebron_00,dia_r,native,adverse_cleaner,0.16345,0.05878,0.36026,0.09478,0.45368,True,139.7
lebron_00,photoguard_c,native,identity,0.5948,0.13569,0.5948,0.13569,1.0,True,139.7
lebron_00,photoguard_c,native,blur1,0.47236,0.10556,0.5948,0.13569,0.79415,True,139.7
lebron_00,photoguard_c,native,noise0.05,0.7386,0.02286,0.5948,0.13569,1.24177,True,139.7
lebron_00,photoguard_c,native,quantize16,0.45442,0.1705,0.5948,0.13569,0.76399,True,139.7
lebron_00,photoguard_c,native,jpeg75,0.31324,0.11066,0.5948,0.13569,0.52664,True,139.7
lebron_00,photoguard_c,native,jpeg30,0.26964,0.02495,0.5948,0.13569,0.45333,True,139.7
lebron_00,photoguard_c,native,crop_resize0.1,0.60566,0.06501,0.5948,0.13569,1.01826,True,139.7
lebron_00,photoguard_c,native,jpeg_then_resize75,0.28818,0.15014,0.5948,0.13569,0.48449,True,139.7
lebron_00,photoguard_c,native,adverse_cleaner,0.29804,0.16098,0.5948,0.13569,0.50107,True,139.7
